"","M032166","M032721","M032757","M032760A","M032760B","M032760C","M032761","M032692","M032626","M032595","M032673"
"451",1,1,2,0,0,0,0,0,0,0,1
"452",1,0,2,0,0,0,0,0,0,1,0
"453",0,1,0,0,0,0,0,0,1,0,0
"454",1,1,2,2,0,0,1,0,1,1,1
"455",1,1,2,2,1,1,2,2,1,1,1
"456",0,1,0,0,0,0,0,0,0,0,1
"457",1,0,0,0,0,0,0,0,0,0,1
"458",0,0,2,0,0,0,0,0,1,0,1
"459",0,1,0,0,0,0,0,0,1,0,1
"460",1,1,2,2,1,1,2,0,1,1,0
"461",0,1,0,0,0,0,0,0,1,0,0
"462",0,1,0,0,0,0,0,0,1,0,1
"463",1,0,2,2,1,1,1,0,1,1,1
"464",1,1,2,0,0,0,0,0,0,0,1
"465",1,1,2,0,0,0,0,0,1,1,0
"466",1,0,2,0,0,0,0,2,0,1,0
"467",1,0,2,0,0,0,0,1,1,1,1
"468",0,1,2,2,1,1,0,0,0,0,1
"469",1,1,0,0,0,0,0,0,0,1,0
"470",1,0,0,0,0,0,0,0,0,1,1
"471",1,1,2,0,0,0,0,0,0,0,1
"472",1,1,0,0,0,0,1,0,1,1,1
"473",1,0,2,0,0,0,0,0,1,1,0
"474",1,0,2,0,0,0,0,0,1,0,1
"475",1,0,2,2,1,0,0,0,1,0,1
"476",1,0,2,0,0,0,0,0,0,0,1
"477",1,1,2,2,0,0,2,2,1,1,1
"478",1,1,2,2,1,0,1,2,1,1,1
"479",0,0,1,0,0,0,0,0,1,0,0
"480",1,0,0,0,0,0,0,0,1,1,1
"481",1,0,2,2,0,0,0,0,0,1,0
"482",1,0,0,0,0,0,0,0,1,1,0
"483",0,1,0,0,0,0,0,0,1,1,0
"484",1,1,2,2,1,1,1,2,0,1,1
"485",1,0,2,0,0,0,1,0,0,1,1
"486",0,0,0,0,0,0,0,2,1,1,0
"487",1,0,2,0,0,0,0,0,1,1,1
"488",1,0,2,2,1,0,0,0,1,1,0
"489",1,0,2,0,0,0,0,0,0,1,1
"490",1,1,2,2,1,1,2,2,1,1,1
"491",0,0,0,0,0,0,0,0,0,0,0
"492",0,1,2,0,0,0,0,0,0,0,0
"493",1,0,0,0,0,0,0,0,0,0,0
"494",0,0,1,0,0,0,0,0,0,0,0
"495",1,0,0,0,0,0,0,0,1,0,0
"496",0,1,1,0,0,0,0,0,0,1,0
"497",1,1,2,0,0,0,0,0,1,1,0
"498",0,1,0,0,0,0,0,0,0,0,0
"499",1,0,0,0,0,0,0,0,0,0,0
"500",1,0,0,0,0,0,0,0,0,1,0
"501",1,0,2,2,1,1,1,0,1,1,1
"502",1,1,2,0,0,0,1,0,0,1,1
"503",1,0,2,2,1,1,0,0,0,1,0
"504",1,0,2,0,0,0,0,0,0,0,0
"505",1,1,2,2,0,0,0,0,0,1,1
"506",1,1,2,0,0,0,0,2,1,1,1
"507",0,1,0,0,0,0,0,0,0,1,0
"508",0,1,0,0,1,0,0,0,0,0,1
"509",0,0,2,0,0,0,0,0,1,1,0
"510",0,0,0,0,0,0,0,0,0,1,0
"511",1,1,0,0,0,0,0,0,0,1,1
"512",0,0,2,0,0,0,0,0,0,0,0
"513",1,0,1,0,0,0,0,0,0,1,0
"514",1,1,2,2,0,1,2,2,1,1,1
"515",1,1,2,2,1,1,2,2,1,1,1
"516",1,0,2,2,1,1,2,0,1,1,1
"517",0,0,2,0,0,0,0,0,0,0,1
"518",1,1,2,0,1,0,0,0,0,0,1
"519",0,0,2,0,0,0,0,0,0,0,0
"520",1,1,2,2,1,0,2,0,1,1,0
"521",1,1,0,0,0,0,0,0,1,1,1
"522",1,0,0,0,0,0,0,0,1,0,1
"523",0,0,0,0,0,0,0,0,0,0,0
"524",0,0,1,0,0,0,0,0,0,0,0
"525",1,1,2,2,0,1,0,0,1,1,0
"526",1,0,2,2,1,0,2,2,1,1,1
"527",1,0,0,1,0,0,0,0,0,0,0
"528",1,0,2,0,0,0,0,2,0,0,1
"529",1,1,2,0,0,0,0,0,0,0,0
"530",0,0,2,0,0,0,0,0,0,1,0
"531",1,0,2,0,0,0,0,0,0,0,0
"532",1,0,2,2,1,1,1,0,1,1,1
"533",1,1,2,2,0,1,2,0,1,1,1
"534",1,0,1,0,0,0,0,0,0,0,1
"535",1,0,2,2,1,1,2,2,1,1,1
"536",0,0,2,2,0,0,1,2,1,1,0
"537",1,1,2,0,0,0,0,2,1,1,1
"538",1,1,2,2,1,1,2,2,1,1,1
"539",1,0,0,0,0,0,0,0,1,1,1
"540",1,1,2,2,1,1,0,2,0,1,1
"541",0,1,0,0,0,0,0,0,0,1,1
"542",1,1,0,0,0,0,0,0,0,0,0
"543",0,1,2,0,0,0,0,0,0,1,0
"544",1,1,0,0,0,0,0,0,1,0,1
"545",1,1,2,2,1,1,0,0,1,1,1
"546",0,1,2,0,0,0,1,0,1,1,1
"547",0,0,0,0,0,0,0,0,1,0,0
"548",1,1,2,2,1,0,2,2,1,0,1
"549",1,0,2,2,1,1,1,0,0,1,1
"550",1,0,1,0,0,0,0,0,0,1,1
"551",1,1,2,0,0,0,0,0,0,1,1
"552",1,1,2,1,0,0,0,0,0,1,1
"553",1,0,1,0,0,0,0,0,0,1,1
"554",1,1,1,0,0,0,0,0,1,0,0
"555",0,0,0,0,0,0,0,0,1,1,0
"556",1,0,0,0,0,0,0,0,0,NA,NA
"557",1,1,2,2,0,0,1,2,1,1,1
"558",1,0,2,2,0,0,0,0,1,1,1
"559",1,0,2,2,1,1,2,2,1,1,1
"560",0,1,2,2,1,1,2,2,1,1,1
"561",0,0,0,1,1,1,0,0,0,0,1
"562",1,0,2,0,0,0,0,0,1,1,1
"563",1,1,2,2,0,0,1,2,1,1,0
"564",1,0,2,0,0,0,0,0,0,1,0
"565",0,0,2,0,0,0,0,0,1,0,0
"566",0,1,0,0,0,0,0,0,0,1,0
"567",1,1,0,0,0,0,0,0,0,0,1
"568",1,0,2,0,0,0,0,0,0,1,0
"569",0,0,2,0,0,0,0,0,0,1,0
"570",1,0,0,0,1,1,0,0,0,1,1
"571",1,1,2,2,1,1,0,0,0,1,1
"572",1,1,0,0,0,0,0,0,0,0,0
"573",1,0,0,0,0,0,0,0,1,1,1
"574",0,0,1,0,0,0,0,0,0,1,0
"575",0,0,0,0,0,0,0,0,0,0,1
"576",0,0,0,0,0,0,0,0,0,0,1
"577",1,0,0,0,0,0,0,0,0,1,0
"578",1,0,2,0,0,0,0,0,0,0,0
"579",1,1,0,0,0,0,0,0,0,0,0
"580",1,0,2,0,0,0,0,0,0,1,0
"581",0,1,0,0,0,0,0,0,0,0,1
"582",1,1,1,2,0,0,0,0,0,1,1
"583",0,1,2,0,1,0,0,2,0,1,1
"584",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",0,1,2,2,1,0,1,0,0,0,1
"586",0,1,2,2,1,0,1,0,1,1,1
"587",1,0,2,2,0,0,0,0,1,1,1
"588",0,1,1,0,0,0,0,0,1,0,1
"589",0,1,0,0,0,0,0,0,0,1,1
"590",1,1,0,0,0,0,0,2,0,1,1
"591",0,0,0,0,0,0,1,0,0,0,1
"592",0,0,0,0,0,0,0,0,0,1,1
"593",0,0,0,0,0,0,1,0,0,1,0
"595",1,0,2,0,0,0,0,0,1,0,0
"596",0,1,0,0,0,0,0,0,0,0,0
"597",1,0,0,2,0,0,0,0,0,1,0
"598",1,1,2,0,0,0,0,0,0,0,1
"599",1,1,1,2,0,0,0,0,0,1,1
"600",1,1,2,2,0,0,2,2,1,1,1
"601",1,0,2,2,1,1,2,2,1,1,1
"602",1,0,2,2,1,1,2,0,1,1,1
"603",1,1,2,2,1,1,2,2,1,1,1
"604",1,1,2,2,1,0,1,2,0,1,1
"605",1,1,2,2,1,1,1,0,1,1,1
"606",1,1,0,0,0,0,0,0,0,1,0
"607",1,1,2,2,1,0,1,0,0,1,1
"608",0,1,2,2,1,1,0,0,0,0,1
"609",1,1,0,0,0,0,0,0,0,0,1
"610",1,1,2,1,0,0,0,0,1,0,0
"611",1,0,2,2,0,0,0,0,0,0,1
"612",1,1,0,0,0,0,0,0,1,0,0
"613",1,1,2,0,0,0,0,0,0,1,1
"614",0,1,2,0,0,0,0,0,0,0,0
"615",1,1,2,0,0,0,0,0,1,1,0
"616",1,1,0,0,0,0,0,0,1,1,1
"617",1,0,2,2,1,1,2,2,1,1,1
"618",1,1,2,2,1,0,1,1,1,1,1
"619",1,1,2,0,0,0,2,0,1,1,1
"620",1,1,2,2,0,1,0,0,1,1,1
"621",0,1,0,0,0,0,0,0,0,0,1
"622",1,0,2,0,0,0,0,0,1,1,0
"623",0,0,2,0,0,0,0,0,0,0,0
"624",1,0,2,0,0,0,0,0,0,1,1
"625",1,0,0,0,0,0,0,0,1,1,1
"626",1,0,0,0,0,0,0,0,0,0,0
"627",1,0,0,0,0,0,0,0,1,0,0
"628",1,1,2,2,1,1,2,1,1,1,1
"629",1,0,2,2,1,1,1,0,1,1,1
"630",1,1,2,2,1,1,1,0,1,1,1
"631",1,1,2,2,1,0,1,2,1,1,1
"632",1,1,2,2,0,0,0,0,0,1,0
"633",0,1,2,2,1,0,0,0,0,1,0
"634",1,0,2,2,1,1,2,2,1,1,1
"635",1,0,2,2,1,0,2,0,1,1,1
"636",0,1,2,2,1,0,0,0,0,0,0
"637",1,1,2,2,1,1,2,0,1,1,1
"638",1,1,2,2,0,0,0,0,1,0,1
"639",1,0,0,1,0,0,0,0,0,1,1
"640",1,1,2,2,1,0,2,2,1,1,1
"641",1,1,2,2,1,1,1,2,1,1,1
"642",1,1,2,2,1,1,1,2,1,1,1
"643",1,0,2,2,1,1,0,2,1,1,1
"644",1,1,2,2,1,1,2,2,1,1,1
"645",0,0,0,0,0,0,0,0,1,0,1
"646",0,0,0,0,0,0,0,0,0,1,1
"647",0,0,0,0,0,0,0,0,0,0,0
"648",0,0,1,0,0,0,0,0,1,0,1
"649",0,1,0,0,0,0,0,0,0,0,0
"650",1,1,2,2,1,0,2,0,1,1,0
"651",1,0,2,2,0,0,0,0,1,1,1
"652",1,0,2,2,0,0,0,2,1,1,1
"653",0,0,2,0,0,0,0,0,0,0,0
"654",1,1,2,1,0,0,2,1,0,1,1
"655",1,1,2,2,1,1,0,0,1,1,1
"656",0,0,0,0,0,0,0,0,0,0,1
"657",1,1,0,0,0,0,0,0,0,0,0
"658",0,0,0,0,0,0,0,0,0,0,0
"659",1,1,2,0,0,0,0,0,1,0,1
"660",1,0,0,2,0,0,2,0,1,1,1
"661",0,0,2,0,0,0,0,0,0,1,0
"662",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"663",0,0,0,2,0,0,1,0,0,0,1
"664",0,0,0,0,0,0,0,0,0,1,1
"665",1,0,1,0,0,0,0,0,0,0,0
"666",0,0,0,0,0,0,0,0,0,0,0
"667",0,0,2,0,0,0,0,0,0,0,1
"668",0,0,0,0,0,0,0,1,0,0,0
"669",1,0,0,0,0,0,0,0,0,0,0
"670",0,1,0,0,0,0,0,0,0,0,0
"671",0,0,0,0,0,0,0,0,0,0,1
"672",1,1,0,0,0,0,0,0,0,0,1
"673",0,0,2,0,0,0,0,0,0,0,1
"674",1,1,2,2,0,0,0,0,0,1,1
"675",0,1,1,0,0,0,0,0,0,1,1
"676",0,1,0,0,0,0,0,0,0,0,0
"677",0,0,2,2,0,0,0,0,0,NA,NA
"678",0,0,0,0,0,0,0,0,0,0,0
"679",0,1,2,0,1,0,1,2,1,1,0
"680",1,1,2,2,1,1,2,2,1,1,1
"681",0,0,0,0,0,0,0,0,0,0,1
"682",1,1,2,2,1,0,1,0,0,0,0
"683",1,1,2,2,0,0,0,0,1,1,1
"684",1,1,0,0,0,0,0,0,0,0,1
"685",0,0,0,0,0,0,0,0,0,0,0
"686",1,1,2,2,1,1,0,0,1,0,1
"687",0,1,0,0,0,0,0,0,0,0,0
"688",1,0,0,0,0,0,0,0,0,0,1
"689",0,1,2,0,0,0,0,0,0,0,0
"690",0,0,0,0,0,0,0,0,0,1,1
"691",1,1,0,0,0,0,1,2,0,0,1
"692",1,1,2,0,0,0,0,0,1,1,1
"693",0,0,0,0,0,0,0,0,1,0,0
"694",1,1,2,2,1,0,0,0,1,1,1
"695",0,1,2,0,0,0,0,0,0,1,0
"696",0,1,0,0,0,0,0,0,1,1,0
"697",1,0,2,2,1,0,0,0,0,1,1
"698",0,0,0,0,0,0,0,0,0,0,0
"699",1,1,2,2,0,0,1,0,1,1,1
"700",1,0,2,0,0,0,0,0,0,0,0
"701",0,1,0,0,0,0,0,0,0,1,1
"702",0,0,0,0,0,0,0,0,0,1,1
"703",0,0,0,0,0,0,0,0,0,0,0
"704",1,1,0,0,0,0,0,0,0,0,0
"705",1,0,2,1,0,0,0,0,0,1,0
"706",0,0,0,0,0,0,0,0,1,0,1
"707",1,1,2,0,0,0,0,0,1,0,1
"708",0,0,0,0,0,0,0,0,0,0,0
"709",1,0,0,0,0,0,0,0,0,1,0
"710",1,1,2,2,1,1,2,2,1,1,1
"711",1,0,2,0,0,0,0,0,0,0,0
"712",0,0,0,0,0,0,0,0,0,1,0
"713",1,0,2,2,1,0,0,0,0,1,1
"714",1,0,2,2,0,0,0,0,0,0,0
"715",1,1,2,2,1,1,0,0,0,1,0
"716",1,0,0,0,0,0,1,0,0,1,0
"717",1,1,2,2,1,1,0,0,1,1,0
"718",1,0,2,0,0,0,0,0,1,0,1
"719",1,1,0,1,0,0,0,0,1,0,1
"720",1,1,2,2,1,0,0,0,1,1,1
"721",0,0,0,1,0,0,0,0,0,0,0
"722",1,1,0,0,0,0,0,0,0,1,0
"723",1,1,2,2,1,0,0,1,0,0,1
"724",1,0,0,0,0,0,0,0,0,1,1
"725",0,0,2,0,0,0,0,0,0,1,1
"726",1,1,2,0,0,0,0,0,1,0,0
"727",0,0,0,0,0,0,0,0,0,0,0
"728",0,0,0,0,0,0,0,0,0,1,0
"729",0,1,2,0,0,0,0,0,0,1,1
"730",1,0,0,0,0,0,0,0,1,1,1
"731",1,1,2,2,1,1,1,0,0,1,1
"732",1,1,0,2,0,0,0,0,0,1,0
"733",0,1,0,0,0,0,0,0,0,1,1
"734",1,0,0,0,0,0,0,0,0,1,1
"735",0,0,2,2,1,1,0,0,1,1,1
"736",1,0,2,0,0,0,1,0,0,1,1
"737",1,1,2,2,1,1,0,0,1,1,1
"738",1,0,2,2,0,0,1,0,0,1,1
"739",1,1,2,2,0,0,1,2,1,1,0
"740",1,0,2,2,1,0,0,0,1,1,1
"741",1,0,2,2,1,1,0,2,1,1,1
"742",1,0,2,0,0,0,2,2,1,1,1
"743",1,0,2,1,0,0,0,0,1,1,0
"744",0,1,0,0,0,0,0,0,0,1,0
"745",1,0,0,0,0,0,0,0,0,0,0
"746",1,1,0,0,0,0,0,0,1,0,0
"747",1,1,2,2,1,0,0,0,0,0,1
"748",1,1,2,0,0,0,0,0,1,1,0
"749",0,0,2,0,0,0,0,0,0,0,1
"750",0,1,2,2,1,0,0,0,1,1,1
"751",0,0,0,0,0,0,0,0,0,0,0
"752",1,0,2,0,0,0,0,0,1,0,0
"753",1,1,2,2,1,1,2,1,1,1,1
"754",1,0,2,0,0,0,0,0,1,0,0
"755",1,0,2,0,0,0,0,0,0,0,0
"756",1,1,2,0,0,0,0,0,0,1,1
"757",0,0,0,0,0,0,0,0,0,0,0
"758",0,0,0,0,0,0,0,0,1,0,1
"759",1,1,0,0,0,0,0,0,0,1,1
"760",1,1,0,0,0,0,0,0,0,0,0
"761",1,0,0,0,1,0,0,0,0,0,0
"762",1,0,0,0,0,0,0,0,0,0,0
"763",1,1,0,0,0,0,0,0,0,0,0
"764",0,1,2,0,0,0,0,0,0,0,0
"765",0,0,0,0,0,0,0,0,0,0,1
"766",0,1,0,0,0,0,0,0,1,0,0
"767",1,0,0,0,0,0,0,0,0,1,0
"768",1,1,1,0,0,0,0,0,0,0,0
"769",1,0,2,2,1,1,2,2,1,1,1
"770",1,0,2,2,1,1,1,0,0,1,1
"771",1,0,2,2,1,1,2,0,1,1,1
"772",1,1,2,2,1,0,0,0,1,1,0
"773",1,0,2,0,0,0,0,0,0,0,0
"774",1,0,0,0,0,0,0,0,0,1,0
"775",0,1,2,1,0,0,0,0,0,0,0
"776",1,0,0,0,0,0,0,0,1,1,0
"777",1,1,2,2,0,0,0,0,1,1,0
"778",1,1,2,2,1,1,2,2,1,1,1
"779",1,0,2,0,1,0,1,2,1,1,1
"780",0,1,0,0,0,0,0,0,1,1,0
"781",1,0,2,2,1,1,1,2,0,1,1
"782",1,0,2,2,0,0,0,0,0,1,1
"783",1,0,2,2,0,1,0,0,NA,NA,NA
"784",0,1,0,0,0,0,0,0,0,0,0
"785",0,1,2,0,0,0,0,0,1,0,1
"786",0,1,2,2,0,0,NA,NA,NA,NA,NA
"787",0,1,2,0,0,0,0,0,0,NA,NA
"788",1,1,2,2,1,0,1,0,0,1,1
"789",0,0,0,0,0,0,0,0,0,1,0
"790",0,1,0,0,0,0,0,0,0,1,0
"791",1,0,0,0,0,0,0,0,NA,NA,NA
"792",0,1,0,0,0,0,0,0,0,0,0
"793",0,0,0,0,0,0,0,0,0,0,0
"794",1,1,0,0,0,0,0,0,1,1,1
"795",0,0,0,0,0,0,0,0,0,1,1
"796",0,1,0,1,0,0,0,0,1,1,1
"797",1,1,0,2,0,0,0,0,0,0,1
"798",1,1,0,0,0,0,0,0,1,0,0
"799",1,1,2,2,1,0,0,0,0,1,1
"800",0,0,2,0,0,0,1,0,1,0,0
"801",1,1,2,0,0,0,0,0,0,1,1
"802",1,0,2,2,1,0,0,0,0,1,1
"803",1,0,2,2,0,0,0,0,0,0,0
"804",0,0,0,0,0,0,0,0,0,0,0
"805",1,1,0,1,0,0,0,0,0,1,0
"806",0,0,0,0,0,0,0,0,0,0,0
"807",1,1,2,0,0,0,0,0,0,1,1
"808",0,1,0,0,0,0,0,0,0,1,0
"809",1,1,2,0,0,0,0,1,0,1,0
"810",0,0,2,2,1,0,0,0,0,1,0
"811",1,1,2,0,0,0,0,0,0,0,0
"812",0,0,0,0,0,0,0,0,0,0,1
"813",1,0,0,0,0,0,0,0,0,0,1
"814",1,0,2,2,1,0,1,0,1,1,0
"815",1,1,0,2,0,1,2,2,1,1,1
"816",1,0,2,0,0,0,0,0,0,1,1
"817",1,0,2,2,0,1,0,2,0,1,1
"818",1,1,2,0,0,0,1,0,0,0,1
"819",1,0,1,0,0,0,0,0,0,1,0
"820",0,1,0,0,0,0,0,0,0,1,0
"821",1,1,0,0,0,0,0,0,1,1,1
"822",0,0,1,0,0,0,0,0,0,1,1
"823",0,1,2,1,0,0,0,0,0,1,1
"824",1,1,0,0,0,0,0,0,0,1,1
"825",1,1,2,0,0,0,0,0,0,0,0
"826",1,1,1,0,0,0,0,0,1,0,0
"827",1,1,2,0,0,0,0,0,1,1,1
"828",1,1,2,0,0,0,0,0,0,1,1
"829",1,1,0,0,0,0,0,0,0,0,0
"830",1,0,0,0,0,0,0,0,0,0,1
"831",1,1,2,0,0,0,0,0,1,0,0
"832",1,0,2,0,0,0,1,2,0,1,1
"833",1,1,0,0,0,0,0,0,0,0,0
"834",1,0,2,0,0,0,0,0,0,1,1
"835",0,1,0,0,0,0,0,0,0,0,0
"836",1,0,1,0,0,0,0,0,0,1,0
"837",1,0,0,0,0,0,0,0,0,0,0
"838",1,0,2,0,0,0,0,0,0,1,1
"839",1,1,0,0,0,0,0,0,0,1,1
"840",0,1,1,0,0,0,0,0,0,1,0
"841",1,0,2,0,0,0,0,0,0,0,1
"842",1,1,2,2,1,0,2,2,1,1,1
"843",0,1,2,0,1,0,0,0,1,1,0
"844",1,0,2,2,0,0,1,0,1,1,1
"845",1,1,2,2,1,0,1,2,0,1,1
"846",1,1,2,2,0,0,0,0,0,1,0
"847",0,0,2,0,0,0,0,0,1,0,1
"848",1,1,2,2,1,1,2,0,1,1,1
"849",1,0,0,0,0,0,0,0,0,0,0
"850",1,1,0,0,0,0,0,0,1,1,1
"851",0,1,2,2,1,0,1,0,1,1,1
"852",1,0,0,2,0,0,1,0,0,1,1
"853",1,0,2,0,0,0,0,0,1,1,1
"854",0,0,0,0,0,0,0,0,0,0,1
"855",0,1,0,0,0,0,0,0,0,0,0
"856",0,0,0,0,0,0,0,0,1,1,0
"857",0,0,0,0,0,0,0,0,0,0,0
"858",0,1,0,0,0,0,0,0,1,0,1
"859",0,0,0,0,0,0,0,0,0,0,1
"860",1,1,2,0,0,0,0,0,1,0,1
"861",1,0,0,0,0,0,0,0,0,1,1
"862",1,0,0,0,0,0,0,0,0,1,1
"863",1,0,0,0,0,0,0,0,0,1,0
"864",1,1,0,0,0,0,0,0,0,0,0
"865",1,1,1,0,0,0,0,0,0,0,0
"866",1,0,2,2,1,0,0,0,1,1,0
"867",0,0,2,0,NA,NA,NA,NA,NA,NA,NA
"868",1,0,2,0,0,0,0,0,0,1,1
"869",0,0,2,0,0,0,0,0,0,0,0
"870",1,0,2,2,0,0,1,0,1,1,0
"871",1,0,0,0,0,0,0,0,0,0,0
"872",1,0,2,2,0,0,0,0,0,1,1
"873",1,0,0,0,0,0,0,0,0,0,1
"874",0,1,0,0,0,0,0,0,0,1,0
"875",1,0,0,0,0,0,0,0,0,0,0
"876",0,0,0,0,0,0,0,0,0,1,1
"877",1,1,0,0,0,0,0,0,0,0,0
"878",1,1,2,0,0,0,0,0,0,0,0
"879",1,1,2,2,1,1,1,0,0,1,1
"880",1,0,2,2,1,1,2,2,1,1,1
"881",1,0,2,0,0,0,0,0,1,1,0
"882",1,1,2,0,0,0,0,0,0,1,1
"883",0,0,0,0,0,0,0,0,0,0,0
"884",0,0,0,0,0,0,0,0,1,0,1
"885",0,0,2,0,0,0,0,0,0,1,0
"886",0,0,0,0,0,0,0,0,0,0,0
"887",0,1,0,0,0,0,0,0,0,0,1
"888",0,0,0,0,0,0,0,0,0,0,0
"889",1,0,2,2,1,1,2,2,1,1,1
"890",1,0,2,0,0,0,0,0,1,1,1
"891",0,1,2,2,0,0,0,0,1,1,0
"892",0,1,0,0,0,0,0,0,0,0,1
"893",0,0,0,0,0,0,0,0,0,0,1
"894",0,0,0,0,0,0,0,0,0,0,0
"895",0,0,0,0,0,0,0,0,0,0,0
"896",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"897",0,1,0,0,0,0,0,0,0,1,1
"898",1,0,0,0,0,0,0,0,0,0,0
"899",0,1,0,0,0,0,0,0,0,0,1
