,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55
300,A,B,A,C,C,C,B,B,B,A,B,C,A,A,A,C,B,B,B,A,C,C,A,C,B,B,C,C,A,D,C,B,C,B,D,C,B,D,B,B,B,D,D,C,B,B,B,,,,D,E,,,D,D,D,B,B,D,B
301,A,C,A,A,B,B,C,C,C,A,C,A,C,B,C,D,D,D,C,B,D,D,A,D,B,B,B,A,D,C,D,D,D,D,D,D,D,D,D,D,C,B,D,B,D,A,B,,,C,,,,,C,A,B,B,C,B,C
302,B,B,A,E,A,B,A,B,C,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
303,B,A,C,E,B,D,D,D,D,B,D,D,A,D,C,B,D,B,B,B,C,D,D,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
304,B,B,A,E,A,D,B,D,D,D,D,D,A,A,D,D,D,D,D,A,D,D,A,A,D,F,D,D,F,A,B,C,D,C,D,D,D,D,D,E,E,F,E,,I,E,F,,,,,,,G,E,E,E,E,E,E,E
305,B,C,C,E,A,C,D,A,C,A,C,C,A,B,C,B,B,A,C,A,C,B,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
306,B,C,B,E,D,D,D,A,D,A,D,D,A,D,D,D,D,A,D,A,D,D,A,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
307,B,D,A,A,C,D,D,D,D,A,D,D,A,D,D,D,C,D,D,A,D,D,A,D,C,A,C,E,E,D,D,C,D,D,A,D,D,A,D,B,A,D,B,C,G,A,A,,,,D,,,,B,B,B,D,B,C,B
308,A,C,A,C,B,B,B,A,B,A,C,C,A,A,C,B,B,B,B,A,B,B,A,A,A,C,B,B,C,B,B,B,B,B,B,B,B,B,B,C,B,A,D,B,A,A,E,A,,,,,,,D,D,D,D,D,C,D
309,B,A,A,E,C,D,D,B,D,A,D,D,A,B,C,D,D,C,D,A,D,D,A,B,D,F,D,E,F,D,D,D,B,D,A,D,D,A,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
310,A,A,B,E,C,C,D,B,B,A,A,D,A,A,C,D,D,C,D,A,A,D,D,A,D,F,D,E,F,D,D,D,B,D,A,B,D,D,B,B,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
311,A,B,C,C,B,C,C,B,C,B,C,C,C,B,C,B,C,B,B,B,A,C,A,B,B,B,B,A,D,C,C,C,C,C,C,C,C,C,C,B,B,D,D,B,B,D,C,,,C,,,,,C,B,B,B,C,C,C
312,B,C,D,E,A,C,C,B,B,A,C,C,A,B,A,C,C,A,C,A,D,D,A,C,B,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
313,B,B,C,E,B,C,C,B,C,A,C,C,A,B,A,B,B,A,B,A,B,B,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
314,B,C,D,E,B,C,D,D,D,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
315,B,D,C,B,B,B,B,B,B,B,B,B,B,B,D,D,D,D,D,D,D,D,D,D,D,F,D,E,A,D,D,D,D,D,D,D,D,D,D,D,D,A,E,C,B,C,A,A,,,,,,,A,E,E,E,E,E,E
316,B,B,D,E,A,C,D,A,D,A,D,D,A,D,A,D,D,A,D,D,D,D,A,D,D,F,D,E,F,D,D,D,D,D,,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
317,B,A,D,E,B,D,D,D,D,A,D,D,A,D,B,B,B,B,B,B,B,B,B,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
318,B,B,A,E,C,C,C,D,B,B,B,C,B,D,B,D,B,B,C,D,D,C,C,B,C,F,C,E,F,D,D,D,D,C,D,C,C,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
319,B,B,D,E,A,D,D,D,D,A,D,D,A,D,A,D,D,A,D,A,D,D,A,A,D,B,C,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,B,C,G,E,A,A,,,,,,,E,E,E,E,E,E,E
320,A,B,C,C,C,C,C,D,C,C,D,D,C,C,C,C,C,C,C,C,C,C,B,C,C,C,B,A,E,D,D,D,D,D,D,D,D,D,D,C,B,B,D,B,D,A,B,,,,D,,,,B,D,C,B,B,C,B
321,B,B,A,E,D,D,D,C,C,A,D,D,B,D,C,D,D,C,D,B,D,B,B,D,D,B,C,E,F,D,D,D,D,D,B,D,D,D,D,C,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
322,B,A,C,E,C,D,D,D,D,B,D,D,C,C,D,A,A,A,A,A,A,A,A,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
323,B,D,A,C,D,D,D,D,B,A,D,D,A,B,C,D,A,A,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
324,B,C,D,A,B,C,D,B,D,A,C,C,A,C,B,C,D,D,A,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,A,D,D,A,D,E,E,F,E,,I,E,F,,,,,,,G,E,E,E,E,E,E,E
325,A,B,C,D,A,A,C,C,B,B,C,C,C,C,C,C,C,B,B,C,C,C,C,D,D,E,C,C,E,C,C,D,D,D,D,D,D,C,D,D,E,F,E,,I,E,F,,,,,,,G,E,E,E,E,E,E,E
326,B,A,A,,A,B,C,A,B,A,D,C,A,B,A,B,B,A,B,A,A,A,A,,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
328,B,A,A,E,A,D,C,B,C,A,D,C,A,B,D,A,A,D,A,C,A,A,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
329,B,A,C,E,A,B,C,B,B,A,C,B,A,B,B,B,C,D,B,B,B,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
330,B,B,D,E,A,B,C,B,B,B,C,B,B,B,A,C,A,D,A,B,A,B,B,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
332,B,B,C,E,B,C,D,D,D,A,D,D,A,D,C,C,B,A,C,A,B,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
333,B,A,B,E,D,D,D,D,D,D,D,D,D,D,A,B,A,C,A,B,C,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
334,B,C,C,E,A,D,D,A,D,A,D,D,A,D,A,D,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
335,A,B,C,A,C,B,D,C,B,A,A,D,B,D,A,C,D,C,B,A,A,D,B,D,C,C,B,A,E,C,C,C,C,*,D,C,C,B,D,B,D,A,A,C,D,B,C,A,,,,,,,B,C,B,A,A,A,A
336,A,A,C,A,C,B,D,C,C,C,B,B,C,D,B,C,D,B,C,A,C,C,B,C,C,C,C,B,D,C,B,D,C,C,C,B,B,D,D,B,B,B,B,D,F,C,C,,,,D,,,,B,D,B,A,B,A,B
337,B,A,A,E,A,B,A,C,C,C,B,B,,C,B,D,C,C,C,B,C,D,C,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
340,B,B,D,E,B,D,D,C,D,A,D,D,A,D,A,D,D,D,D,A,B,D,B,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
343,A,A,A,A,A,D,D,D,D,A,D,D,A,C,A,D,D,D,D,A,D,D,A,D,C,B,B,A,E,B,D,D,D,D,D,D,D,D,C,C,D,A,C,B,H,B,E,A,,,,,,,C,C,C,B,B,B,B
344,B,B,C,E,D,C,B,A,C,A,A,B,B,C,C,B,B,A,A,C,A,B,C,D,D,F,D,E,F,B,B,C,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
346,B,A,C,E,B,C,D,D,D,A,D,D,A,C,C,D,D,D,D,A,D,D,A,C,D,B,D,E,F,D,D,D,D,D,D,D,D,D,D,C,E,F,E,E,G,E,F,,,,,,,G,E,E,E,E,E,E,E
347,B,B,C,E,B,D,D,C,D,A,C,C,A,B,C,C,D,B,C,B,D,B,C,C,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
348,B,C,D,E,B,B,B,A,B,A,C,B,A,B,A,B,B,B,B,A,B,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
349,A,C,A,C,C,D,B,D,B,D,D,D,C,D,D,D,C,D,C,C,D,D,A,D,C,B,B,B,E,C,D,C,D,C,D,D,D,D,D,C,A,A,D,C,H,A,B,A,,,,,,,C,D,C,C,A,A,C
351,B,A,D,E,B,D,D,B,D,A,D,D,A,D,A,A,A,A,A,A,A,A,A,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,E,,,E,E,E,E,E,E,E
352,B,B,C,E,A,C,D,D,D,A,C,D,A,C,A,D,D,D,D,A,D,D,D,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
353,B,B,C,E,B,B,A,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
354,A,D,A,C,C,D,D,D,D,C,D,D,C,D,A,A,A,A,A,A,A,A,A,A,C,C,C,B,A,D,D,D,D,D,D,D,D,D,D,B,B,B,D,B,B,C,C,A,,,,,,,C,C,C,B,B,A,D
356,B,C,B,E,C,B,C,A,C,A,D,D,A,A,A,D,D,A,C,A,C,C,A,A,B,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
357,B,A,A,E,C,D,C,D,D,A,D,D,A,D,D,B,B,D,A,,D,,C,D,D,F,D,E,F,D,C,A,D,D,A,D,D,A,D,E,E,F,E,E,G,E,A,,,,D,,,,E,E,E,E,E,E,E
358,B,A,A,E,C,D,D,D,D,A,C,C,A,C,C,D,D,D,D,A,A,A,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
359,A,A,C,C,A,B,B,B,B,B,D,A,A,D,D,D,D,D,C,A,C,C,A,D,C,C,C,A,E,D,D,D,D,B,D,D,D,D,D,A,A,E,B,D,G,A,B,,,,D,,,,A,A,A,A,A,A,A
360,A,B,A,A,A,B,B,D,B,A,C,D,A,D,A,D,D,D,D,A,D,D,A,D,C,C,B,B,E,C,D,D,D,D,D,D,D,D,D,C,C,B,C,C,C,A,B,,,,D,,,,A,A,B,B,A,B,B
361,B,C,D,E,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,C,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,B,C,B,B,D,A,,,,,,,D,D,D,D,B,D,D
362,B,B,C,E,C,C,B,C,B,B,C,C,A,B,C,D,D,B,D,D,C,C,B,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
363,A,D,C,C,C,D,D,D,B,A,B,D,D,D,A,B,A,A,B,B,B,C,C,D,A,B,B,A,A,C,D,D,D,D,C,B,D,D,D,C,C,C,D,A,A,A,B,,B,,,,,,B,B,B,B,D,D,D
364,B,B,D,E,C,D,B,A,C,A,C,C,A,B,C,C,C,C,D,A,C,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
365,B,B,D,E,A,D,D,A,B,D,D,A,D,A,B,C,A,C,C,A,A,B,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
367,B,A,C,E,A,B,C,B,C,A,C,B,A,B,A,B,C,A,A,A,A,B,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
368,B,B,A,E,D,D,D,D,D,D,D,D,D,D,B,C,C,B,C,C,C,C,C,C,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
369,A,A,C,E,B,D,D,A,D,A,D,D,A,D,D,A,A,A,A,B,B,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,,E,E,F,,E,I,E,F,,,,,,,G,E,A,E,E,E,E,E
370,B,A,,,B,C,B,D,C,A,B,B,A,A,C,D,C,D,D,A,D,C,A,C,D,F,D,E,F,,,,,,,,,,,E,,F,E,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
371,A,A,B,A,A,C,A,D,B,C,A,D,A,C,B,D,A,D,A,A,A,D,A,D,C,C,C,A,D,C,C,A,D,B,D,A,A,C,D,A,A,E,D,B,A,A,A,A,,,,,,,A,B,A,A,A,A,A
373,B,B,A,E,B,B,B,D,B,D,B,C,D,C,A,B,A,D,B,B,A,B,B,B,D,F,D,E,F,D,C,A,D,B,D,B,B,D,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
374,B,A,C,E,A,D,D,D,D,A,C,D,A,B,A,C,C,D,C,*,C,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
375,B,A,D,E,B,C,D,A,D,A,D,D,A,D,D,C,D,B,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
376,B,A,D,E,A,D,D,A,D,A,D,D,A,A,B,A,B,A,B,A,D,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
377,A,A,A,C,C,B,C,C,C,B,C,C,B,C,C,C,C,D,C,A,A,C,A,B,B,B,C,A,C,D,D,D,D,D,D,C,D,D,D,C,C,B,D,B,D,B,C,A,,,,,,,C,C,C,C,C,C,C
378,B,B,A,E,B,D,D,D,D,B,D,D,A,A,B,D,D,D,D,B,D,D,B,A,C,F,D,E,F,D,D,D,D,D,B,D,D,A,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
379,B,C,B,E,D,C,B,D,D,D,A,D,D,B,D,,B,D,D,D,A,D,D,B,D,F,D,E,F,D,D,D,A,D,D,B,D,C,B,,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
380,B,C,B,E,A,D,C,D,D,A,B,C,A,A,A,B,B,B,A,B,B,B,B,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
381,A,A,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,A,E,D,D,D,D,D,D,D,D,D,D,C,C,E,C,D,D,A,D,,,,D,,,,B,C,C,C,C,C,C
382,B,A,A,E,,D,D,A,,A,D,C,A,,C,D,D,A,,A,,,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,,F,,,,,,,G,E,E,,,,,
383,B,B,C,E,A,B,D,B,D,A,D,D,A,D,A,D,D,B,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,,F,E,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
384,B,C,B,E,A,D,D,D,D,A,D,D,A,A,A,D,D,D,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
385,A,D,A,A,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,C,B,C,A,C,D,D,D,D,D,D,D,D,D,D,C,C,A,B,C,C,B,D,A,,,,,,,C,C,C,C,B,B,C
386,A,C,B,A,C,B,B,C,B,B,C,C,B,C,D,D,D,B,D,A,D,D,A,D,B,B,B,B,A,C,B,B,B,B,D,C,D,D,C,C,B,B,D,A,D,B,C,,,,D,,,,C,D,A,C,B,B,C
387,A,C,B,A,D,D,D,D,B,A,D,D,A,D,B,C,C,D,C,A,C,D,A,D,B,B,C,B,B,C,D,D,D,C,A,D,D,A,D,C,B,C,B,C,C,A,B,,,,D,,F,,B,C,B,B,B,,
390,A,A,A,C,B,B,B,D,A,A,A,D,C,C,A,B,B,D,A,A,A,D,C,C,B,B,C,A,E,A,A,C,B,C,A,A,A,B,C,D,B,B,D,B,F,A,B,A,,,,,,,B,B,B,B,B,B,B
391,A,A,A,C,D,D,D,D,D,A,D,D,A,D,C,D,D,B,D,A,C,D,A,C,C,C,C,A,E,D,D,D,D,D,D,D,D,D,D,D,B,A,A,C,B,A,A,,,,D,,,,B,B,B,B,B,D,B
393,A,B,D,A,B,C,D,C,C,A,B,C,C,C,C,C,C,B,C,A,B,D,C,D,C,B,A,B,B,C,D,C,C,C,D,C,D,D,C,B,D,D,B,A,F,B,B,,,C,D,,,,B,B,B,B,B,C,B
394,B,A,D,E,B,C,C,A,D,A,D,D,A,D,B,C,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
395,B,A,B,E,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,B,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
396,B,B,A,E,B,D,D,D,C,A,D,D,A,C,A,A,A,A,C,A,C,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
397,B,D,B,E,A,B,A,A,B,A,D,D,A,C,B,C,D,D,D,C,A,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
398,B,C,B,E,B,D,D,D,D,A,D,D,A,D,C,C,C,C,C,A,C,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
399,B,C,A,E,C,C,D,B,D,A,D,D,A,B,C,B,A,A,B,A,B,C,A,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
400,A,C,A,A,,,D,C,,B,B,D,B,A,C,D,D,,,,,D,,,,,,A,E,D,,D,D,C,D,,,,B,,,A,,,G,A,A,,,,,,,,C,D,,A,C,C,C
402,B,D,B,E,C,C,D,A,C,C,C,C,A,C,A,C,A,C,B,A,B,C,A,C,D,F,D,E,F,C,,A,B,C,D,A,B,,C,E,E,F,E,E,E,E,F,,,,,,,G,E,E,E,E,E,E,E
403,A,A,A,C,C,C,D,D,C,C,C,C,D,D,C,C,C,C,D,D,D,D,D,C,C,C,C,A,E,C,C,D,D,D,D,D,D,D,D,D,,,A,A,H,B,E,A,,,,,,,D,D,C,A,D,B,D
404,B,A,A,E,A,D,D,A,D,A,D,D,A,A,B,A,B,A,A,A,B,B,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,,,,,F,,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
406,B,D,C,E,C,B,C,C,B,A,C,C,A,B,B,D,C,D,D,C,B,D,B,D,D,F,D,E,F,D,D,C,D,D,A,A,C,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
407,B,C,A,E,C,B,D,A,B,A,D,B,A,B,B,C,A,D,C,B,A,B,B,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
408,B,A,D,E,B,D,D,A,D,A,D,D,A,B,A,B,A,D,,B,,A,A,,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,,E,F,E,E,,,F,,,,,,,G,E,,E,,E,,E
409,B,A,D,E,C,B,C,D,C,A,B,C,C,D,C,C,C,D,D,A,B,C,D,D,C,F,D,E,F,D,D,C,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
410,B,A,D,E,C,C,D,D,C,A,A,D,B,D,A,D,C,C,D,D,C,A,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
411,A,A,A,B,D,C,B,D,C,B,D,D,B,A,C,C,C,C,C,B,C,D,B,C,B,C,B,A,E,C,C,C,C,D,C,D,D,C,B,D,C,,D,C,B,B,C,,B,,,,,,B,A,B,B,B,B,A
412,B,A,A,E,A,D,D,A,D,A,C,D,A,B,A,C,A,A,C,A,A,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
414,B,A,A,E,D,D,D,D,D,B,A,B,A,B,A,B,C,C,A,A,A,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
415,B,B,B,E,B,B,A,D,B,A,A,B,A,B,A,B,A,A,A,A,B,B,B,A,D,F,D,E,F,B,B,B,A,B,A,A,B,A,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
