Folio,GÃ©nero,Edad,Escuela,Max1,Max2,Max3,Max4,Max5,Max6,Max7,Max8,Max9,Max10,Max11,Max12,Max13,Max14,Max15,ThetaBA,ThetaCon,ThetaDD
223,1,1,2,3,2,2,1,2,2,2,1,2,1,2,2,2,2,3,.13534772,-.45984948,.079921693
224,0,1,2,1,1,1,2,3,2,3,2,3,1,2,0,1,0,1,-.029486129,-.4808217,.25774986
225,1,1,2,3,1,2,2,1,3,3,0,3,1,3,3,3,3,1,-.67925137,1.1779282,.50150365
226,0,0,2,2,1,2,2,2,2,3,2,3,2,3,2,1,2,1,.083516158,.25805777,.78642613
227,0,1,2,3,1,0,0,1,1,3,0,1,1,3,1,3,2,1,-.67925137,1.1779282,-1.6966447
228,0,1,2,3,0,0,0,3,1,3,1,0,3,3,3,3,0,3,1.5584854,1.1779282,-.94670421
229,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,-.67925137,-1.0828118,-.39816651
230,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-.67925137,-.65491962,-.39816651
231,0,1,2,1,2,0,1,1,2,3,2,3,0,3,1,2,2,2,-.84011424,.36349842,-.34818912
232,0,1,2,2,1,2,1,0,3,1,1,2,0,1,1,0,0,0,-2.0075986,-1.527494,-.12857406
233,0,1,2,2,3,1,3,3,3,3,3,3,1,3,2,1,3,1,-.029486129,.25805777,1.2081721
234,1,1,2,3,1,1,0,3,3,3,0,0,1,3,1,1,1,1,-.029486129,.45528537,-1.267658
235,1,2,2,3,2,2,3,1,3,1,2,1,2,1,3,1,2,1,-.27041367,-1.3065718,1.2983682
236,0,0,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,.083516158,-1.104319,-.19963144
237,0,1,2,2,2,2,3,1,2,1,2,1,2,2,2,1,3,2,-.010361644,-.9803279,1.1026489
238,0,1,2,3,1,0,2,1,3,3,1,2,3,1,2,1,0,3,.66262567,-.65491962,-.029109702
239,1,1,2,3,1,1,1,2,2,3,1,2,1,3,3,3,1,1,-.31357718,1.1779282,-.083798051
240,0,1,2,3,3,2,2,3,2,2,3,0,2,2,1,2,3,3,.93433887,-.45984948,.90143162
241,1,1,2,2,0,1,1,2,1,2,2,3,2,3,1,2,0,2,.30029538,-.077705279,-.052051567
242,0,2,2,3,3,1,0,3,3,3,0,2,2,3,3,2,1,3,.93433887,.696024,-.97973675
243,1,1,2,2,1,0,0,2,1,2,0,1,3,3,1,2,1,2,.64843237,-.077705279,-1.6966447
244,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.3853794,-.39816651
245,0,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,-.42456412,-.81520921,-.12857406
246,0,0,2,3,2,2,2,2,2,2,2,2,2,3,0,3,3,2,.30029538,.33166075,.54034829
247,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,-.27041367,-.6404233,-.12857406
248,1,1,2,3,3,0,1,1,2,2,2,2,2,2,1,1,1,2,-.010361644,-.63557416,-.34818912
249,1,2,2,3,0,0,0,1,2,3,2,2,1,3,1,1,2,3,-.25713354,.45528537,-.89149916
250,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,-.67925137,-.88770175,-.052051567
251,0,1,2,3,2,2,1,0,1,3,0,1,0,3,1,2,1,2,-1.3192432,.696024,-.45921636
252,1,1,2,3,1,2,2,1,2,1,0,1,1,1,2,1,1,1,-.67925137,-1.3065718,.32453209
253,1,0,2,2,3,2,3,3,1,1,1,1,1,1,2,2,2,2,.261067,-1.1996676,.81434727
254,1,1,2,1,2,1,1,1,1,2,1,3,1,2,3,2,1,2,-.42456412,-.6404233,-.083798051
255,1,1,2,3,0,0,3,0,0,3,0,0,0,3,0,3,0,3,-1.2128097,1.1779282,-.90368992
256,1,0,2,2,2,1,1,2,2,3,0,2,1,1,1,1,0,2,-.065269858,-.78263736,-.73502064
257,1,0,2,1,2,1,3,3,2,3,2,1,2,3,1,2,1,0,.28196093,.36349842,.63439792
258,1,1,2,1,2,0,1,0,3,3,2,2,2,3,3,2,2,0,-.93736637,.36349842,.014644498
259,1,1,2,2,2,0,2,1,3,1,3,2,3,3,2,2,1,1,.01033682,-.28411275,.6325919
260,1,0,2,3,3,2,1,1,3,1,3,3,2,3,2,1,2,2,-.010361644,-.39385816,.68447143
261,1,0,2,1,1,1,0,3,3,3,1,3,0,3,1,2,2,3,.30511898,.36349842,-.85825688
262,1,0,2,3,2,0,1,0,2,3,2,1,2,1,2,2,2,2,-.24741247,-.39397252,-.12222527
263,1,0,2,2,1,1,0,3,2,2,0,0,1,3,2,1,2,2,.261067,-.28296947,-1.0579628
264,1,0,2,2,1,0,1,2,2,2,1,1,2,2,2,2,1,1,.083516158,-.55206549,-.50473809
265,1,0,2,2,2,1,1,1,2,3,1,2,1,3,1,2,1,1,-.67925137,.48924264,-.39816651
266,1,0,2,2,2,1,1,3,3,3,2,2,1,1,1,2,1,2,.261067,-.53562415,-.052051567
267,1,1,2,2,2,1,3,2,,0,1,2,2,1,2,2,2,2,.30029538,-1.4230065,.48068762
268,1,0,2,2,3,2,1,0,1,3,0,1,1,3,0,1,1,2,-.74813849,.25805777,-.68615973
269,1,0,2,2,1,0,0,2,2,1,1,2,1,1,3,1,3,3,.13534772,-1.3853794,-.94670421
270,1,2,2,3,3,1,0,3,3,3,0,3,3,3,0,3,3,3,1.5584854,1.1779282,-1.5268316
271,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2.0075986,-1.4929031,-2.0206969
272,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
273,1,0,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,0,-.92631775,-1.104319,.23377024
274,0,0,2,0,1,3,1,0,3,0,2,1,0,3,1,2,3,1,-1.588267,-.61240995,.38709038
275,1,1,2,3,1,2,0,3,1,0,2,1,2,0,3,1,2,0,.28196093,-2.0473182,.26193318
276,1,1,2,2,,,1,3,,,,3,2,1,2,3,1,1,.42178065,-.67961544,-.011555315
277,0,1,2,3,2,1,0,3,0,2,1,0,3,1,2,0,2,0,.79770374,-1.1455618,-.64706105
278,1,1,2,2,1,0,1,2,2,2,1,1,2,2,1,1,0,2,.30029538,-.72431529,-.71527869
279,0,0,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,-.67925137,-.6404233,.034030739
280,0,3,2,2,1,2,2,3,3,2,1,2,2,3,1,1,2,2,.64446807,-.28296947,.32229173
281,0,1,2,2,2,1,2,1,2,2,2,1,1,1,,2,1,2,-.42456412,-.91379362,.50086272
282,1,1,2,3,3,1,1,1,3,3,1,2,1,3,1,3,3,2,-.42456412,1.1779282,-.39816651
283,0,1,2,3,3,3,3,3,2,3,2,3,1,3,2,,2,3,.56374979,.91506642,1.3780514
284,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
285,1,0,2,2,0,3,1,0,2,3,1,2,0,2,0,1,2,3,-1.2128097,-.37750062,-.18567152
286,1,0,2,1,2,1,1,3,2,3,1,3,2,3,2,3,2,2,.64446807,.74519873,-.19963144
287,1,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
288,0,3,2,0,0,3,3,2,3,2,3,3,3,3,3,3,3,3,.95408219,.0078459363,2.1203892
289,1,1,2,2,3,1,0,3,3,3,1,1,0,3,1,3,2,1,-.45074278,.89192474,-.85825688
290,1,0,2,2,3,1,1,2,2,3,1,2,2,3,1,2,1,2,.30029538,.48924264,-.39816651
291,0,1,2,0,0,0,0,0,0,1,2,2,2,2,3,3,3,0,-.93736637,-.79182434,-.51314467
292,0,1,2,2,1,0,1,2,1,3,0,1,0,3,3,3,3,3,-.1782573,.89192474,-.80277175
293,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1.0421256,-2.6780877,-2.0206969
294,1,2,2,2,1,2,1,3,2,1,2,2,1,1,3,1,2,2,.261067,-1.3853794,.56798208
295,1,2,2,1,2,1,1,1,2,3,1,1,1,2,1,2,1,0,-.92631775,-.28212789,-.39816651
296,1,0,2,3,2,1,2,3,3,2,2,2,1,1,2,2,3,1,-.029486129,-.8180393,.54576206
297,1,0,2,3,1,,3,1,2,0,,1,3,0,,3,1,,.29588747,-1.6711744,1.2977359
298,0,1,2,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,1.5584854,.696024,1.6999916
299,1,1,2,2,2,3,1,1,2,0,2,3,3,2,1,2,3,1,.01033682,-.93043393,.38709038
300,1,2,2,2,0,1,2,2,1,0,1,3,2,1,2,0,1,1,.083516158,-1.8183026,.23377024
301,1,0,2,1,3,3,3,2,2,1,3,3,2,2,1,1,2,2,.30029538,-1.0828118,1.6543667
302,1,1,2,2,1,1,1,3,2,2,2,2,1,0,1,2,2,2,.261067,-1.1683613,-.052051567
303,1,2,2,3,1,2,1,0,1,2,2,2,1,0,1,0,2,1,-1.0367966,-1.5098931,.2281201
304,1,0,2,2,0,1,0,3,3,3,3,3,3,2,0,2,0,3,1.5584854,-.18181866,-.58101863
305,1,1,2,2,2,0,1,3,2,3,3,2,2,3,0,3,1,2,.64446807,.89192474,-.39749917
306,1,0,2,1,1,2,2,2,3,3,1,2,1,2,1,2,1,2,-.065269858,-.28212789,.32229173
307,1,2,2,3,2,1,1,2,1,2,1,2,1,2,1,1,2,1,-.31357718,-.63557416,-.39816651
308,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
309,0,1,2,3,2,2,1,0,2,3,2,1,0,3,2,1,2,0,-2.0075986,.45528537,.41724724
310,0,2,2,3,2,1,0,1,1,2,1,1,1,0,3,3,2,0,-.92631775,-.86711007,-.54763299
311,0,0,2,3,2,2,3,2,1,3,3,3,2,2,2,3,3,3,.51666284,.18607888,1.4620366
312,1,0,2,3,1,2,3,2,0,2,3,3,3,3,3,3,3,3,.95408219,.33166075,1.6999916
313,0,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,3,.51666284,-.88770175,.41724724
314,,,2,3,0,0,1,3,0,3,0,3,3,3,2,3,1,0,.79770374,1.1779282,-.89186072
315,1,2,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,.64446807,-.29590672,1.6999916
316,0,0,2,1,2,1,1,1,1,2,1,2,1,3,2,2,2,1,-.67925137,-.18310425,-.19963144
317,1,0,2,2,1,2,1,2,3,2,1,3,0,3,2,3,0,1,-.71007049,.16463797,.079921693
318,1,1,2,2,1,3,2,1,2,2,1,0,2,1,2,1,2,0,-.49510741,-1.104319,.70074713
319,1,1,2,3,0,1,0,3,2,3,1,3,0,3,0,0,0,1,-.45074278,.38346308,-1.0729505
320,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,-.42456412,-.55206549,-.39816651
321,1,1,2,3,2,1,1,2,1,1,0,1,0,1,1,2,1,3,-.1782573,-1.1100529,-.73502064
322,1,0,2,1,0,2,0,3,3,2,2,3,3,3,0,1,3,3,1.5584854,-.39274803,-.38431993
323,1,1,3,1,1,0,1,1,1,2,1,1,0,2,1,1,2,0,-1.4391522,-.81520921,-.71527869
324,0,0,3,3,1,0,0,3,3,3,1,2,1,3,0,1,0,3,.56374979,.45528537,-1.4781533
325,0,0,3,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,-.31357718,-.91379362,.23377024
326,1,1,3,1,1,1,2,1,1,3,1,3,2,3,1,1,1,1,-.27041367,.12768142,.034030739
328,0,0,3,2,2,1,1,2,2,3,2,3,2,2,1,3,2,2,.30029538,.035898861,-.052051567
329,1,0,3,0,1,1,1,1,0,2,1,1,2,1,1,0,2,1,-.27041367,-1.3995106,-.39816651
330,1,0,3,1,2,3,3,1,2,1,3,2,1,3,3,2,2,3,-.25713354,-.41476256,2.1203892
332,0,0,3,2,1,1,1,2,2,3,2,1,1,3,1,2,1,2,-.065269858,.48924264,-.052051567
333,1,1,3,3,3,2,1,0,3,3,1,3,0,3,0,3,3,0,-2.0075986,1.1779282,-.29515591
334,0,0,3,3,3,3,0,1,1,3,0,3,1,3,3,3,3,0,-.92631775,1.1779282,-.55636489
335,0,0,3,3,2,0,0,0,3,3,0,3,1,3,2,1,1,1,-1.0367966,.45528537,-1.4977098
336,1,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,.30029538,-.55206549,.78642613
337,1,1,3,2,0,0,1,1,1,3,1,2,1,1,1,1,1,1,-.67925137,-.78263736,-.71527869
340,0,0,3,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,-.27041367,-.91379362,-.19963144
343,0,1,3,1,2,2,1,1,3,3,2,2,0,2,1,1,2,0,-1.4391522,-.4808217,.2281201
344,1,0,3,3,0,0,0,1,3,3,1,1,1,3,1,3,2,1,-.67925137,1.1779282,-1.2284092
346,1,1,3,2,2,3,1,2,3,3,3,3,1,2,3,2,3,2,-.065269858,-.18181866,1.192274
347,0,0,3,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,.083516158,-.81520921,.079921693
348,1,1,3,1,2,1,1,2,3,3,2,2,2,3,2,2,1,1,.083516158,.36349842,.143538
349,1,0,3,3,3,0,1,1,1,3,1,3,1,3,1,1,0,1,-.67925137,.45528537,-.71527869
351,1,0,3,2,1,0,1,1,1,2,0,1,1,1,1,2,1,1,-.67925137,-.91379362,-1.108456
352,1,0,3,2,1,0,0,0,0,3,0,0,0,3,0,0,1,0,-2.0075986,.18173561,-2.0206969
353,,0,3,3,2,1,1,3,2,3,2,2,3,3,2,2,2,3,1.5584854,.696024,.143538
354,0,0,3,3,0,0,0,3,1,3,0,1,0,3,3,1,1,0,-.83578509,.45528537,-1.4423782
356,0,0,3,1,1,2,1,1,1,3,1,3,0,3,3,3,2,1,-1.1166126,.74519873,.22024326
357,0,1,3,1,2,1,2,1,2,3,3,2,2,2,2,2,1,1,-.27041367,-.28212789,.81136698
358,0,0,3,1,0,1,0,0,1,1,1,2,1,1,1,1,1,1,-1.0367966,-1.4829439,-.85825688
359,0,0,3,3,3,2,3,2,3,3,2,3,3,3,1,2,0,3,.95408219,.696024,.93230987
360,1,1,3,3,2,2,2,1,1,3,2,3,2,3,2,3,2,2,-.010361644,1.1779282,.78642613
361,0,1,3,1,3,0,2,3,3,3,2,3,1,3,3,2,3,2,.261067,.36349842,.51286286
362,1,2,3,1,3,2,1,2,1,2,0,3,2,1,1,1,2,1,.083516158,-1.2039268,-.45921636
363,0,0,3,0,1,2,2,1,2,2,2,2,1,2,2,2,2,0,-.92631775,-.6786049,.78642613
364,0,0,3,3,3,1,1,0,1,3,1,2,1,3,1,3,1,2,-.74813849,1.1779282,-.39816651
365,0,0,3,2,2,0,1,1,2,3,1,2,1,2,1,2,1,1,-.67925137,-.18181866,-.71527869
367,0,3,3,2,2,0,1,1,2,2,2,3,1,3,2,3,2,3,-.25713354,.16463797,-.12222527
368,0,0,3,3,,1,1,3,1,3,3,1,1,3,1,3,1,3,.56374979,1.1779282,.14438404
369,0,3,3,2,3,1,1,2,1,3,1,2,1,3,2,2,1,0,-.5276829,.48924264,-.19963144
370,1,1,3,1,0,1,2,2,1,3,,2,1,3,1,1,1,,-.17621824,.12768142,.22488603
371,1,0,3,3,2,0,0,0,0,3,1,1,3,2,2,2,1,2,.10832793,-.059622526,-1.0235567
373,1,1,3,1,1,2,2,1,2,3,2,2,1,3,1,2,2,1,-.67925137,.36349842,.62952048
374,0,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1.1242504,.74519873,2.1203892
375,0,0,3,3,2,0,0,2,2,3,0,1,1,3,2,3,3,0,-.5276829,1.1779282,-1.4977098
376,1,0,3,3,0,0,1,3,3,3,0,3,0,3,3,3,1,3,.30511898,1.1779282,-.80277175
377,0,2,3,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,-.42456412,-.72431529,-.052051567
378,0,0,3,1,1,2,2,3,1,3,1,1,2,3,1,1,3,2,.64446807,.12768142,.32229173
379,1,0,3,2,3,0,2,3,1,3,3,2,0,1,0,0,2,1,-.45074278,-.92557645,.23633568
380,0,0,3,1,2,3,2,1,2,3,1,3,1,3,2,2,3,0,-.92631775,.36349842,.70074713
381,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
382,0,0,3,1,1,2,1,2,2,3,1,3,1,3,2,1,2,1,-.31357718,.12768142,.079921693
383,0,0,3,2,2,2,1,1,3,2,1,2,1,3,2,2,3,1,-.67925137,-.077705279,.079921693
384,0,0,3,3,1,1,3,3,3,3,3,3,2,3,3,3,2,3,.93433887,1.1779282,1.4628587
385,1,1,3,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,-1.4391522,-1.8183026,-.56970984
386,1,1,3,2,1,2,2,1,2,3,1,1,1,3,1,2,1,1,-.67925137,.48924264,.32229173
387,1,0,3,2,1,3,3,3,,2,1,2,2,2,,3,3,1,.42178065,-.40132707,1.1341287
390,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
391,0,2,3,3,0,3,3,3,2,3,3,3,2,3,3,1,1,2,.64446807,.45528537,2.1203892
393,0,0,3,1,2,2,2,2,2,3,3,2,2,3,3,2,1,1,.083516158,.36349842,1.2442187
394,1,1,3,2,1,1,1,1,2,2,1,2,0,2,1,2,1,1,-1.1166126,-.55206549,-.39816651
395,1,0,3,1,3,2,3,3,2,3,3,3,3,3,1,1,3,3,1.5584854,.12768142,1.2985462
396,0,1,3,2,1,0,1,3,3,3,3,2,1,3,2,2,1,3,.56374979,.48924264,.089646257
397,0,0,3,3,2,1,1,2,2,2,2,2,1,2,3,3,2,1,-.31357718,-.29590672,.27903733
398,1,1,3,2,2,2,0,0,1,3,0,0,0,3,0,3,0,3,-1.2128097,.89192474,-1.3481917
399,1,2,3,1,2,3,3,1,2,3,3,3,1,3,2,2,3,1,-.67925137,.36349842,1.814014
400,1,2,3,3,0,0,1,2,0,0,0,1,1,0,1,2,2,3,.13534772,-1.7994554,-1.108456
402,0,0,3,1,1,2,1,1,1,2,1,2,0,1,1,1,2,1,-1.1166126,-1.2039268,-.12857406
403,0,0,3,3,1,1,1,2,2,3,2,1,1,3,1,2,1,2,-.065269858,.696024,-.052051567
404,1,0,3,2,1,2,3,3,2,3,1,1,2,3,1,2,2,1,.42178065,.48924264,.59471542
406,,0,3,1,0,1,1,1,0,1,3,1,1,2,1,1,1,1,-.67925137,-1.0828118,.14438404
407,0,0,3,3,1,1,1,1,2,3,2,1,1,3,1,3,2,2,-.42456412,1.1779282,-.052051567
408,0,1,3,3,1,2,1,2,2,0,1,3,1,3,2,2,1,1,-.31357718,-.2121148,.079921693
409,0,0,3,2,1,2,0,1,1,2,3,2,3,1,3,2,3,0,-.23715805,-.91379362,.61717772
410,0,0,3,2,2,1,1,1,1,0,1,0,1,0,1,1,1,2,-.42456412,-2.1328733,-.39816651
411,0,0,3,1,1,2,1,1,1,2,1,1,3,3,1,1,3,3,.66262567,-.39274803,-.12857406
412,0,0,3,2,0,1,2,1,2,1,1,3,1,2,1,1,1,2,-.42456412,-.9803279,.034030739
414,,0,3,0,0,0,0,1,3,0,1,3,1,3,1,3,3,3,-.25713354,-.32467103,-1.2284092
415,0,0,3,2,2,3,2,3,3,1,2,3,1,2,1,3,2,1,-.029486129,-.63205236,.81948805
417,0,1,1,3,3,0,1,3,3,3,3,2,1,3,0,1,1,3,.56374979,.45528537,-.39749917
418,0,2,1,2,2,3,1,2,3,3,1,3,1,3,3,2,2,0,-.5276829,.48924264,.40248507
419,1,3,1,1,2,1,0,1,1,2,1,1,1,2,1,2,1,1,-.67925137,-.6404233,-.85825688
420,0,1,1,2,3,1,1,1,2,3,1,3,0,3,1,2,0,0,-1.4391522,.48924264,-.39816651
421,1,1,1,2,1,1,1,2,1,3,2,2,2,3,1,2,1,2,.30029538,.48924264,-.052051567
422,1,1,1,3,3,2,2,2,3,3,1,3,2,3,3,2,2,0,-.073959,.696024,.66623741
423,0,1,1,3,3,1,0,3,3,3,0,2,3,3,1,3,1,3,1.5584854,1.1779282,-1.267658
424,0,2,1,2,1,1,1,1,2,2,1,1,1,2,0,1,2,3,-.25713354,-.72431529,-.56970984
425,0,1,1,3,2,3,3,1,3,3,3,3,1,3,3,3,3,1,-.67925137,1.1779282,2.1203892
426,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
427,1,0,3,2,2,1,1,1,1,1,2,2,3,3,1,2,2,1,.01033682,-.28411275,-.052051567
428,0,0,3,3,1,1,0,3,3,3,1,3,3,3,1,1,1,3,1.5584854,.45528537,-.85825688
429,0,0,3,3,2,3,3,2,1,2,1,3,3,2,2,2,2,3,.95408219,-.45984948,1.1048406
430,0,0,3,3,3,2,1,3,2,3,1,3,3,3,1,2,1,2,1.1242504,.696024,-.12857406
431,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,-.67925137,-1.2039268,.034030739
432,1,1,3,3,1,1,0,2,2,2,1,3,1,1,1,2,3,2,-.065269858,-.8180393,-.85825688
433,0,1,1,1,2,3,2,2,3,3,3,3,1,3,3,3,3,1,-.31357718,.74519873,1.5370858
434,0,1,1,1,2,2,1,2,2,2,0,3,0,2,1,2,2,1,-.71007049,-.6404233,-.45921636
435,0,1,1,1,2,1,1,3,3,2,1,3,3,2,1,2,3,3,1.5584854,-.6404233,-.39816651
436,0,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,-.67925137,-.55206549,-.052051567
437,0,1,1,2,1,1,1,1,3,3,1,3,0,2,0,2,1,0,-1.4391522,-.18181866,-.56970984
438,0,1,1,2,1,2,3,3,3,3,2,3,2,3,1,3,3,1,.42178065,.89192474,.93230987
439,0,1,1,2,2,3,2,3,2,3,3,3,2,3,2,3,3,1,.42178065,.89192474,1.3165559
440,0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,.083516158,-.6404233,.62952048
441,1,1,1,1,2,1,1,3,2,2,1,2,1,3,2,2,1,2,.261067,-.18310425,-.19963144
442,0,1,1,2,2,3,3,3,3,3,3,3,1,3,3,2,2,1,-.029486129,.48924264,2.1203892
443,1,1,1,3,3,1,1,3,3,3,2,2,2,3,1,2,1,3,.93433887,.696024,-.052051567
444,0,1,1,3,1,1,1,0,2,3,1,2,2,3,1,2,1,2,-.24741247,.696024,-.39816651
445,1,2,1,3,2,1,0,2,1,3,0,1,2,1,0,1,1,2,.30029538,-.65491962,-1.5268316
446,1,2,1,3,2,1,1,3,3,3,1,2,2,3,2,2,2,2,.64446807,.696024,-.19963144
447,0,1,1,3,3,2,3,3,3,3,3,2,3,3,1,2,3,1,.90817451,.696024,1.2985462
448,0,1,1,2,2,0,1,1,1,1,1,2,1,2,1,2,1,0,-.92631775,-.78587162,-.71527869
449,0,1,1,2,0,0,1,1,1,1,1,0,2,3,0,3,1,2,-.010361644,-.01567588,-.91924
450,1,1,1,3,3,1,0,1,2,3,0,3,0,3,1,3,1,0,-1.4391522,1.1779282,-1.267658
451,0,1,1,2,2,1,1,3,2,3,2,2,2,3,1,2,2,2,.64446807,.48924264,-.052051567
452,0,1,1,1,0,2,1,0,2,2,1,2,0,2,1,2,1,1,-1.588267,-.6404233,-.12857406
453,0,1,1,2,1,0,1,2,2,3,1,1,2,3,1,2,2,2,.30029538,.48924264,-.71527869
454,0,1,1,2,1,2,1,2,3,3,2,2,1,3,2,2,2,2,-.065269858,.48924264,.41724724
