Folio,GÃ©nero,Edad,Escuela,Max1,Max2,Max3,Max4,Max5,Max6,Max7,Max8,Max9,Max10,Max11,Max12,Max13,Max14,Max15,ThetaBA,ThetaCon,ThetaDD
455,1,1,1,3,1,1,2,3,2,1,2,3,2,2,1,1,2,3,.93433887,-.88750303,.37111124
456,1,1,1,2,1,0,0,3,2,3,2,0,3,2,1,2,1,3,1.5584854,-.18181866,-.89149916
457,1,1,1,2,1,0,1,2,2,3,1,3,1,2,2,2,2,3,.13534772,-.18181866,-.50473809
458,1,1,1,2,2,2,1,1,1,3,2,1,0,3,2,3,1,1,-1.1166126,.89192474,.41724724
459,0,1,1,2,1,0,1,3,3,3,1,2,3,3,0,3,1,1,.90817451,.89192474,-.91924
460,0,1,1,3,3,3,2,1,3,3,1,3,2,3,0,2,2,3,.20567979,.696024,.36776829
461,0,2,1,2,3,1,1,3,3,3,3,3,1,3,2,2,2,3,.56374979,.48924264,.37021789
462,0,2,1,3,1,3,2,1,3,3,2,3,1,2,3,2,3,1,-.67925137,-.059622526,1.1650928
463,0,1,1,3,2,1,1,3,2,3,1,1,1,3,0,3,1,1,-.029486129,1.1779282,-.56970984
464,0,1,1,2,2,3,3,3,3,3,3,3,3,3,1,2,1,3,1.5584854,.48924264,1.6543667
465,1,3,1,3,1,2,3,3,3,3,3,3,3,3,2,1,3,3,1.5584854,.45528537,1.4620366
466,0,1,1,2,2,2,1,1,3,3,1,3,1,3,3,3,2,1,-.67925137,.89192474,.22024326
467,0,1,1,3,1,1,1,1,2,3,1,2,2,3,1,2,1,2,-.010361644,.696024,-.39816651
468,0,1,1,2,1,0,0,2,3,3,1,2,1,3,1,1,1,2,-.065269858,.25805777,-1.2284092
469,1,2,4,1,2,3,3,1,1,1,1,1,1,2,0,1,0,0,-.92631775,-1.0828118,.74082971
470,0,1,4,1,0,1,1,1,1,3,1,1,1,3,1,0,1,1,-.67925137,.043096971,-.39816651
471,0,1,4,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,-.30383283
472,1,3,4,3,2,1,2,3,2,3,2,2,3,2,3,2,3,2,1.1242504,-.059622526,.69382793
473,0,1,4,3,3,0,0,3,0,3,3,3,0,3,0,0,0,3,.30511898,.38346308,-1.0901613
474,0,1,4,3,3,1,1,1,1,3,1,3,1,3,1,3,1,1,-.67925137,1.1779282,-.39816651
475,0,2,4,3,1,0,1,2,2,3,2,2,1,2,1,2,1,1,-.31357718,-.059622526,-.34818912
476,1,2,4,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,-2.0075986,-1.3250843,-2.0206969
477,0,1,4,2,1,1,0,1,2,3,1,3,3,3,2,2,2,2,.32572162,.48924264,-.64706105
478,0,3,4,3,3,1,0,3,3,3,0,1,2,3,2,3,2,2,.64446807,1.1779282,-1.0579628
479,0,1,4,3,3,0,0,3,2,3,0,2,3,3,0,3,1,1,.90817451,1.1779282,-2.0206969
480,0,3,4,3,3,3,3,1,3,3,3,3,1,3,3,1,1,0,-.92631775,.45528537,2.1203892
481,1,2,4,3,3,1,1,2,1,3,1,1,2,3,0,3,0,3,.51666284,1.1779282,-.56970984
482,1,3,4,2,2,2,0,3,0,3,0,0,3,3,2,3,0,3,1.5584854,.89192474,-.79480356
483,1,2,4,2,2,1,1,1,1,3,2,3,2,1,1,1,2,2,-.010361644,-.78263736,-.052051567
484,1,1,4,2,3,1,3,3,2,3,3,2,2,2,3,3,1,1,.42178065,.035898861,1.4628587
485,1,1,4,2,3,1,1,2,3,3,2,2,2,2,2,3,1,2,.30029538,.035898861,.143538
486,1,1,4,2,2,1,1,1,2,3,2,3,2,3,1,1,2,1,-.27041367,.25805777,-.052051567
487,0,2,4,3,1,0,1,2,2,3,0,2,1,3,1,2,1,0,-.5276829,.696024,-1.108456
488,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
489,0,1,4,3,0,1,3,3,3,2,1,2,0,1,2,2,3,2,-.046195563,-.8180393,.48068762
490,0,1,4,2,2,3,1,3,2,2,3,3,2,3,2,3,1,3,.93433887,.16463797,.94033718
491,0,1,4,3,2,2,1,2,2,3,2,3,2,3,2,3,2,2,.30029538,1.1779282,.41724724
492,1,1,4,2,2,2,2,1,3,3,2,3,1,3,1,3,3,1,-.67925137,.89192474,.62952048
493,0,1,4,2,2,1,1,0,1,2,1,1,1,1,2,1,1,0,-1.3619994,-1.104319,-.19963144
494,0,1,4,1,0,1,1,3,1,3,0,2,1,3,1,3,1,3,.56374979,.74519873,-.73502064
495,0,1,4,2,1,1,0,2,1,3,1,2,1,2,1,2,1,1,-.31357718,-.18181866,-.85825688
496,1,1,4,2,2,1,1,2,3,3,2,3,1,2,3,1,2,2,-.065269858,-.37750062,.27903733
497,0,3,4,2,1,1,1,2,3,3,2,1,1,3,2,2,2,1,-.31357718,.48924264,.143538
498,1,2,4,3,2,2,1,2,3,3,2,2,1,2,1,2,2,1,-.31357718,-.059622526,.2281201
499,1,1,4,3,1,0,1,3,1,3,1,3,1,3,1,2,1,2,.261067,.696024,-.71527869
500,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.6780877,-2.0206969
501,1,1,4,2,1,3,3,3,3,1,2,1,2,1,2,2,3,3,.93433887,-1.1996676,1.3780514
502,1,1,4,2,1,0,1,1,1,2,1,1,2,2,0,2,1,2,-.010361644,-.55206549,-.91924
503,1,1,4,3,2,2,2,2,3,3,2,3,1,3,2,1,2,1,-.31357718,.45528537,.78642613
504,0,1,4,3,2,1,2,3,3,3,2,3,3,2,2,2,1,3,1.5584854,-.059622526,.54576206
505,0,1,4,3,1,1,2,3,2,1,1,3,1,2,1,1,3,2,.261067,-.88750303,.034030739
506,,,4,2,1,1,1,2,1,2,1,3,1,2,1,2,0,3,.13534772,-.55206549,-.39816651
507,0,1,4,1,2,2,1,2,2,2,2,2,3,3,1,1,3,3,.95408219,-.39274803,.2281201
508,0,1,4,1,1,1,2,2,2,2,2,2,2,2,2,1,3,2,.30029538,-.81520921,.54576206
509,0,1,4,2,1,2,2,2,2,3,3,3,2,3,1,3,1,2,.30029538,.89192474,.90143162
510,0,1,4,3,2,1,1,3,2,3,1,2,3,3,0,2,2,3,1.5584854,.696024,-.56970984
511,1,1,4,1,2,1,1,0,1,3,2,0,0,3,2,2,3,1,-1.588267,.36349842,.143538
512,0,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
513,1,1,5,2,1,1,0,2,1,2,1,1,1,1,1,1,1,1,-.31357718,-1.104319,-.85825688
514,0,1,5,3,1,0,0,3,0,3,2,2,3,3,0,3,1,3,1.5584854,1.1779282,-1.1641127
515,0,1,5,2,1,0,0,1,1,3,1,1,1,3,1,2,1,2,-.42456412,.48924264,-1.2284092
516,0,1,5,3,2,1,1,0,3,3,0,2,2,2,1,3,2,2,-.24741247,.18607888,-.73502064
517,1,2,5,3,3,3,3,0,3,3,3,3,1,3,3,3,2,3,-.58844459,1.1779282,2.1203892
518,1,1,5,2,1,0,1,2,2,3,1,3,2,3,1,3,1,2,.30029538,.89192474,-.71527869
519,0,1,5,1,2,1,2,3,3,3,3,3,3,3,2,3,3,2,1.1242504,.74519873,.81136698
520,0,1,5,2,1,1,1,0,1,0,0,1,0,2,0,1,1,1,-1.588267,-1.1665107,-.94838494
521,1,3,5,3,1,0,0,1,1,3,1,3,1,3,2,3,3,3,-.25713354,1.1779282,-1.0235567
522,1,2,5,3,3,0,0,0,0,3,0,2,0,3,0,3,0,3,-1.2128097,1.1779282,-2.0206969
523,0,1,5,1,2,3,3,3,2,1,3,1,3,3,3,3,3,3,1.5584854,-.15962124,2.1203892
524,0,1,5,3,1,0,1,3,0,1,3,0,3,3,2,3,3,3,1.5584854,.17332081,.089646257
525,0,1,5,3,2,2,1,2,2,2,2,2,2,1,1,2,2,2,.30029538,-.8180393,.2281201
526,0,0,5,2,2,1,2,2,2,3,0,1,2,1,3,1,2,1,.083516158,-.78263736,.14428405
527,0,1,5,2,3,2,2,1,2,3,2,3,2,2,1,1,2,1,-.27041367,-.37750062,.62952048
528,0,1,5,3,2,2,0,1,1,1,0,3,3,2,3,3,2,1,.01033682,-.517268,-.67362177
529,0,1,5,2,3,0,1,3,2,3,1,2,1,3,0,2,0,2,.261067,.48924264,-.91924
530,1,1,5,0,3,0,2,3,2,3,2,3,3,3,2,1,0,3,1.5584854,.084373787,.35234374
531,0,1,5,1,1,1,2,3,1,3,2,3,3,3,1,3,1,3,1.5584854,.74519873,.37111124
532,1,2,5,1,2,0,0,2,1,1,1,2,0,1,2,1,2,2,-.39218825,-1.4829439,-1.0235567
538,0,1,5,3,2,1,1,2,3,3,1,3,0,3,1,2,3,1,-.71007049,.696024,-.39816651
539,0,1,5,3,3,2,1,3,1,3,1,3,2,3,1,3,3,3,.93433887,1.1779282,-.12857406
540,0,1,5,3,3,2,1,3,3,3,2,3,3,3,3,3,3,3,1.5584854,1.1779282,.56798208
541,1,1,5,2,2,2,2,3,1,2,3,3,3,3,2,3,2,3,1.5584854,.16463797,1.0622228
542,1,1,5,1,2,1,0,2,1,3,0,1,0,3,0,2,1,1,-.71007049,.36349842,-1.5268316
543,1,1,5,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,1.4628587
544,0,2,5,3,2,2,2,2,2,3,3,3,3,2,2,2,3,3,.95408219,-.059622526,1.0622228
545,0,2,5,2,3,1,1,1,3,3,1,3,1,3,1,3,1,1,-.67925137,.89192474,-.39816651
546,0,1,5,3,1,3,3,3,3,3,3,3,2,3,3,3,2,2,.64446807,1.1779282,2.1203892
547,0,0,5,2,2,1,1,0,1,2,1,3,1,3,0,0,0,0,-1.3619994,-.37583113,-.56970984
548,0,1,5,3,2,0,0,3,1,3,1,1,1,3,1,2,1,3,.56374979,.696024,-1.2284092
549,0,0,5,1,3,2,1,2,1,3,2,2,1,3,1,2,1,3,.13534772,.36349842,.2281201
550,0,0,5,3,2,3,3,2,3,3,3,2,3,2,3,2,2,2,.64843237,-.059622526,2.1203892
551,0,0,5,3,1,0,0,1,1,3,0,2,2,3,1,2,0,1,-.27041367,.696024,-1.6966447
552,0,0,5,2,1,0,1,2,2,3,2,2,2,1,2,1,1,2,.30029538,-.78263736,-.12222527
553,0,1,5,2,2,1,1,1,0,3,1,2,1,3,1,2,3,3,-.25713354,.48924264,-.39816651
554,0,1,5,1,1,2,2,0,2,3,2,2,2,3,2,3,2,3,-.0071693971,.74519873,.78642613
555,0,0,5,2,1,0,0,1,3,3,0,0,1,3,0,3,1,2,-.42456412,.89192474,-2.0206969
556,1,1,5,3,0,0,0,3,3,3,0,3,3,3,2,3,3,3,1.5584854,1.1779282,-1.4977098
557,0,1,5,1,1,1,0,0,1,1,2,2,3,3,2,1,1,2,.10832793,-.6756357,-.25021514
558,0,0,5,3,3,1,1,3,2,3,1,3,3,3,2,2,2,3,1.5584854,.696024,-.19963144
563,0,0,5,3,1,2,1,2,2,3,2,3,1,3,2,3,2,1,-.31357718,1.1779282,.41724724
564,1,0,5,3,0,0,2,3,3,3,1,1,3,3,1,2,3,3,1.5584854,.696024,-.26711178
565,0,0,5,3,1,2,2,1,2,3,2,2,1,3,2,3,1,1,-.67925137,1.1779282,.78642613
566,0,0,5,2,3,2,2,0,3,3,3,3,0,3,3,3,3,3,-1.2128097,.89192474,1.2442187
567,1,0,5,2,3,2,3,3,3,3,3,3,3,3,3,2,3,0,.79770374,.48924264,1.6999916
568,0,1,5,1,0,0,0,3,2,3,2,3,2,2,2,1,2,3,.93433887,-.4808217,-.63610888
569,1,0,5,2,2,0,1,1,3,3,1,2,1,2,1,2,1,2,-.42456412,-.18181866,-.71527869
570,1,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
571,0,0,5,2,2,3,1,3,3,2,3,3,3,3,2,3,3,2,1.1242504,.16463797,.94033718
572,1,0,5,2,1,2,3,1,2,0,3,1,3,0,3,3,0,3,.66262567,-1.7956197,1.6999916
573,1,0,5,3,1,0,2,1,2,3,1,2,2,3,1,2,2,3,.20567979,.696024,-.26711178
574,1,0,5,2,2,1,0,1,3,3,1,2,2,3,0,2,1,2,-.010361644,.48924264,-1.0729505
575,1,0,5,2,2,1,2,3,3,3,1,1,2,3,2,3,0,3,.93433887,.89192474,.23377024
576,1,0,5,2,3,0,1,0,1,3,2,2,1,2,3,3,1,3,-.58844459,.035898861,.014644498
577,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.6780877,-2.0206969
578,0,0,5,2,2,0,0,1,2,2,2,2,0,2,2,2,2,2,-.84011424,-.55206549,-.63610888
579,0,0,5,3,1,1,1,2,2,3,2,3,2,3,2,2,1,3,.51666284,.696024,.143538
580,1,0,5,3,2,1,1,1,3,3,1,1,1,3,2,2,1,2,-.42456412,.696024,-.19963144
581,0,0,5,3,3,0,3,3,3,2,3,2,3,3,0,3,2,3,1.5584854,.33166075,.62737417
582,1,0,5,3,2,3,3,3,3,0,3,1,2,0,2,0,0,0,.28196093,-2.3112264,1.814014
583,1,0,5,3,1,2,3,2,1,2,3,1,3,2,1,3,2,3,.95408219,-.29590672,1.2985462
584,1,0,5,1,2,1,1,2,0,3,1,2,1,3,1,3,1,0,-.5276829,.74519873,-.39816651
585,1,0,5,2,2,2,1,1,2,3,2,2,1,2,2,2,2,1,-.67925137,-.18181866,.41724724
586,1,0,5,1,2,0,3,1,1,2,0,1,3,3,1,0,2,1,.01033682,-.49546453,-.57399303
588,0,0,5,3,2,1,0,3,3,3,0,3,3,3,2,3,2,1,.90817451,1.1779282,-1.0579628
589,0,1,5,1,3,2,2,1,2,3,2,3,1,3,1,3,2,1,-.67925137,.74519873,.62952048
590,1,1,5,2,2,1,2,0,2,1,1,1,1,0,0,0,0,0,-1.3619994,-1.9478905,-.11740933
591,1,1,5,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,-.31357718,-.6404233,.079921693
592,0,0,5,1,2,0,1,3,2,3,1,3,3,3,1,1,1,3,1.5584854,.12768142,-.71527869
593,1,1,5,2,1,1,1,2,2,3,1,3,3,3,2,2,1,3,.95408219,.48924264,-.19963144
594,0,0,5,3,3,0,1,3,0,3,1,2,2,3,0,3,1,3,.93433887,1.1779282,-.91924
595,0,0,5,2,1,1,1,3,3,3,1,3,3,3,3,3,3,3,1.5584854,.89192474,-.083798051
597,1,1,5,2,0,0,1,1,1,3,1,2,2,3,1,3,2,2,-.010361644,.89192474,-.71527869
598,1,1,5,3,2,3,1,3,3,3,1,3,0,3,3,1,2,3,.30511898,.45528537,.40248507
599,0,0,5,1,1,1,1,2,3,3,1,2,1,1,1,2,1,1,-.31357718,-.66447234,-.39816651
600,0,0,5,1,1,1,1,0,2,1,1,2,0,2,0,1,3,0,-2.0075986,-1.0828118,-.56970984
601,1,1,5,3,1,0,1,1,2,3,1,3,1,2,1,1,3,1,-.67925137,-.26127809,-.71527869
602,1,0,5,2,1,1,2,1,2,3,2,2,2,3,1,1,2,2,-.010361644,.25805777,.37111124
603,1,0,5,1,1,1,1,2,2,3,1,1,3,3,1,2,1,3,.95408219,.36349842,-.39816651
604,0,0,5,1,1,0,1,1,3,3,2,3,0,3,2,1,3,3,-.69513983,.12768142,-.12222527
605,1,1,5,3,3,3,1,1,3,3,1,2,0,3,2,1,3,1,-1.1166126,.45528537,.22552358
606,0,0,5,3,0,1,0,2,1,3,1,1,1,3,1,3,1,3,.13534772,1.1779282,-.85825688
607,1,0,5,3,1,1,2,0,0,3,1,3,3,3,2,2,3,3,.49691704,.696024,.23377024
613,0,1,5,3,2,0,1,1,1,3,1,2,1,3,1,2,0,1,-.67925137,.696024,-.71527869
614,0,2,5,2,1,2,0,2,0,2,0,2,2,2,0,0,2,2,.30029538,-.82300341,-1.3481917
615,1,1,5,3,1,1,1,2,2,2,1,2,1,2,1,2,2,2,-.065269858,-.45984948,-.39816651
616,1,1,5,3,2,2,1,3,3,3,1,2,3,3,1,2,1,1,.90817451,.696024,-.12857406
617,0,2,5,1,2,1,2,1,1,2,2,3,1,2,2,2,2,1,-.67925137,-.6404233,.54576206
618,0,2,5,2,1,3,3,1,3,2,3,3,2,1,2,1,3,2,-.010361644,-1.104319,1.814014
619,1,1,5,3,3,0,3,2,1,3,2,3,2,3,0,3,3,0,-.073959,1.1779282,.21600175
620,1,1,5,2,2,1,2,2,3,3,1,2,2,3,1,3,2,1,.083516158,.89192474,.034030739
621,0,1,5,3,2,3,3,3,2,3,3,3,3,3,2,3,0,2,1.1242504,1.1779282,1.814014
622,1,1,5,3,2,1,2,1,2,1,0,2,2,1,2,0,0,2,-.010361644,-1.4495698,-.014520248
623,0,1,5,2,2,2,1,1,1,3,1,2,1,3,1,1,3,3,-.25713354,.25805777,-.12857406
624,1,1,5,2,0,0,0,2,1,2,1,1,1,3,1,2,0,0,-.5276829,-.077705279,-1.2284092
625,1,2,5,2,1,0,2,3,3,3,2,3,3,2,2,2,2,3,1.5584854,-.18181866,.35234374
626,1,1,5,0,1,1,0,1,0,1,2,1,0,1,2,3,3,3,-.69513983,-1.2485877,-.25021514
627,0,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1.1242504,.89192474,2.1203892
628,1,1,5,1,1,1,1,2,3,3,2,3,2,3,2,3,2,1,.083516158,.74519873,.143538
629,1,2,5,3,3,1,2,3,3,3,3,3,3,3,3,2,3,3,1.5584854,.696024,.99642622
630,1,1,5,2,1,1,1,2,1,3,2,1,2,2,2,2,1,3,.51666284,-.18181866,.143538
631,1,1,5,2,1,0,1,2,1,2,1,2,1,2,1,1,1,1,-.31357718,-.72431529,-.71527869
632,1,1,5,1,1,2,3,1,3,0,2,1,1,2,1,0,2,3,-.25713354,-1.4929031,.93230987
633,0,1,5,3,3,1,1,2,2,3,3,3,2,2,2,2,2,2,.30029538,-.059622526,.37021789
634,0,2,5,0,1,1,1,0,3,0,2,3,3,3,2,2,2,2,.10832793,-.61240995,.143538
635,0,1,5,3,1,0,1,3,2,3,1,3,3,2,1,2,2,1,.90817451,-.059622526,-.71527869
638,1,0,5,2,3,2,1,2,3,2,1,0,1,1,2,3,2,1,-.31357718,-.76943433,.079921693
641,1,1,5,2,1,1,1,1,2,3,2,2,1,3,1,2,1,1,-.67925137,.48924264,-.052051567
642,0,0,5,3,3,1,3,2,3,1,0,2,3,1,3,0,3,1,.41311869,-1.4495698,.45843753
643,1,0,5,2,2,1,2,3,3,2,2,2,3,3,2,1,2,3,1.5584854,-.28296947,.54576206
644,0,0,5,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,-.67925137,-.6404233,-.39816651
645,0,0,5,2,1,3,1,3,3,3,2,3,3,3,1,3,2,2,1.1242504,.89192474,.38709038
646,1,0,5,2,3,0,1,2,3,3,2,3,3,3,0,2,1,3,.95408219,.48924264,-.5460732
647,1,0,5,3,2,1,2,0,2,3,2,2,1,3,1,3,2,0,-1.3619994,1.1779282,.37111124
648,0,0,5,1,2,1,2,0,1,3,2,0,2,3,2,1,2,0,-.93736637,.12768142,.54576206
655,1,1,5,2,1,1,2,1,2,3,1,1,1,3,1,2,2,3,-.25713354,.48924264,.034030739
658,1,0,5,3,3,2,1,2,3,3,2,3,0,3,2,3,3,2,-.39218825,1.1779282,.41724724
660,1,0,5,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,.083516158,-1.104319,.23377024
663,1,0,5,2,2,3,2,3,2,1,3,3,2,3,2,1,2,3,.93433887,-.5391593,1.3165559
664,1,0,5,3,2,0,2,1,0,3,3,1,1,3,2,1,3,1,-.67925137,.45528537,.6325919
665,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
666,1,0,5,1,2,0,3,2,3,3,1,1,3,3,0,3,1,3,.95408219,.74519873,-.34043273
667,1,0,5,2,1,0,2,3,0,3,1,3,3,3,0,3,1,3,1.5584854,.89192474,-.47439569
668,1,0,5,2,1,0,2,3,0,3,1,3,3,3,0,3,1,3,1.5584854,.89192474,-.47439569
669,1,0,5,3,1,0,0,3,1,3,1,2,2,3,2,3,2,0,.28196093,1.1779282,-1.0235567
670,1,0,5,3,1,1,1,3,3,3,1,2,0,3,2,2,3,1,-.45074278,.696024,-.19963144
671,1,1,5,3,3,1,1,1,1,3,1,0,0,3,2,3,3,2,-.84011424,1.1779282,-.19963144
672,0,0,5,2,3,0,1,1,2,3,1,3,1,3,1,3,3,1,-.67925137,.89192474,-.71527869
673,0,0,5,2,1,1,1,2,2,3,1,1,2,3,1,3,1,3,.51666284,.89192474,-.39816651
674,0,0,5,2,1,0,2,2,0,2,2,2,2,3,1,1,2,2,.30029538,-.28296947,.13912654
675,1,0,5,3,2,3,2,1,3,2,0,2,0,3,2,3,2,1,-1.1166126,.33166075,.52827525
676,0,0,5,3,1,1,1,1,2,2,1,3,0,1,1,3,3,1,-1.1166126,-.65630865,-.39816651
677,1,1,5,2,1,0,0,3,3,0,0,1,2,1,0,2,0,3,.93433887,-1.4230065,-2.0206969
678,0,0,5,1,1,1,1,1,1,1,1,3,1,2,2,2,1,2,-.42456412,-.88770175,-.19963144
679,0,0,5,3,2,1,1,2,1,3,3,2,2,3,3,2,1,1,.083516158,.696024,.55167431
680,0,0,5,3,0,0,1,2,1,3,0,2,1,2,0,3,2,2,-.065269858,.18607888,-1.3550699
681,1,0,5,2,1,1,2,1,1,3,1,2,2,2,2,1,2,1,-.27041367,-.37750062,.23377024
682,1,0,5,2,3,0,1,3,0,3,1,3,3,2,2,2,1,2,1.1242504,-.18181866,-.50473809
683,1,0,5,3,3,3,1,2,0,0,0,1,1,3,3,1,2,1,-.31357718,-.52365398,.11817529
684,1,0,5,3,1,0,0,3,3,3,1,3,3,3,1,1,2,3,1.5584854,.45528537,-1.2284092
685,1,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
688,1,0,5,0,1,1,1,1,1,1,1,2,2,2,1,2,2,2,-.010361644,-.93550086,-.39816651
689,0,0,5,3,1,2,1,2,3,3,2,2,2,3,3,2,2,1,.083516158,.696024,.56798208
690,0,0,5,3,0,3,0,1,3,3,0,3,3,3,3,3,3,1,.01033682,1.1779282,-.55636489
691,1,0,5,2,1,1,2,2,1,1,1,1,0,0,1,0,0,0,-1.0421256,-1.9478905,.034030739
692,1,2,5,1,2,1,1,1,1,2,1,0,0,2,2,2,1,1,-1.1166126,-.6404233,-.19963144
693,1,0,5,2,2,1,0,2,1,2,1,1,1,2,1,2,1,1,-.31357718,-.55206549,-.85825688
694,1,0,5,3,2,2,2,3,1,2,3,3,1,1,1,0,1,2,.261067,-1.1455618,.90143162
695,1,0,5,1,1,1,1,1,2,2,1,3,1,2,1,2,1,1,-.67925137,-.6404233,-.39816651
696,0,1,5,3,1,1,1,3,3,3,3,3,3,2,3,3,3,,1.3585579,.18607888,.55167431
697,0,0,5,3,1,2,2,3,3,3,3,3,3,3,2,3,3,2,1.1242504,1.1779282,1.0622228
698,0,0,5,3,2,1,3,3,2,3,2,3,3,3,1,1,3,3,1.5584854,.45528537,.63439792
699,1,1,5,2,1,2,2,2,2,2,1,3,0,3,3,3,1,1,-.71007049,.16463797,.66623741
700,1,0,5,3,1,1,1,3,1,2,1,2,3,1,0,1,2,3,1.5584854,-1.0168743,-.56970984
701,0,0,5,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,.30029538,-.9803279,-.39816651
702,0,0,5,2,2,1,2,3,3,3,3,2,2,3,3,3,3,2,.64446807,.89192474,.99642622
