"participante","condicion","escala","secuencia","duracion","corto","largo","largo_p"
15,"Aleatoria","A",3,1900,5,15,0.75
15,"Aleatoria","A",3,1950,5,15,0.75
15,"Aleatoria","A",4,1550,18,2,0.1
15,"Aleatoria","A",4,1600,17,3,0.15
15,"Aleatoria","A",4,1650,11,9,0.45
15,"Aleatoria","A",4,1700,7,13,0.65
15,"Aleatoria","A",4,1750,6,14,0.7
15,"Aleatoria","A",4,1800,3,17,0.85
15,"Aleatoria","A",4,1850,7,13,0.65
15,"Aleatoria","A",4,1900,7,13,0.65
15,"Aleatoria","A",4,1950,3,17,0.85
15,"Aleatoria","A",5,1550,17,3,0.15
15,"Aleatoria","A",5,1600,13,7,0.35
15,"Aleatoria","A",5,1650,6,14,0.7
15,"Aleatoria","A",5,1700,8,12,0.6
15,"Aleatoria","A",5,1750,6,14,0.7
15,"Aleatoria","A",5,1800,6,14,0.7
15,"Aleatoria","A",5,1850,7,13,0.65
15,"Aleatoria","A",5,1900,2,18,0.9
15,"Aleatoria","A",5,1950,5,15,0.75
15,"Bloque","A",3,1550,12,8,0.4
15,"Bloque","A",3,1600,12,8,0.4
15,"Bloque","A",3,1650,9,11,0.55
15,"Bloque","A",3,1700,13,7,0.35
15,"Bloque","A",3,1750,6,14,0.7
15,"Bloque","A",3,1800,9,11,0.55
15,"Bloque","A",3,1850,9,11,0.55
15,"Bloque","A",3,1900,6,14,0.7
15,"Bloque","A",3,1950,6,14,0.7
15,"Bloque","A",4,1550,17,3,0.15
15,"Bloque","A",4,1600,19,1,0.05
15,"Bloque","A",4,1650,14,6,0.3
15,"Bloque","A",4,1700,9,11,0.55
15,"Bloque","A",4,1750,8,12,0.6
15,"Bloque","A",4,1800,4,16,0.8
15,"Bloque","A",4,1850,5,15,0.75
15,"Bloque","A",4,1900,6,14,0.7
15,"Bloque","A",4,1950,6,14,0.7
15,"Bloque","A",5,1550,18,2,0.1
15,"Bloque","A",5,1600,16,4,0.2
15,"Bloque","A",5,1650,8,12,0.6
15,"Bloque","A",5,1700,11,9,0.45
15,"Bloque","A",5,1750,6,14,0.7
15,"Bloque","A",5,1800,7,13,0.65
15,"Bloque","A",5,1850,6,14,0.7
15,"Bloque","A",5,1900,5,15,0.75
15,"Bloque","A",5,1950,6,14,0.7
15,"Aleatoria","B",3,900,14,6,0.3
15,"Aleatoria","B",3,937,13,7,0.35
15,"Aleatoria","B",3,975,8,12,0.6
15,"Aleatoria","B",3,1012,5,15,0.75
15,"Aleatoria","B",3,1050,3,17,0.85
15,"Aleatoria","B",3,1088,2,18,0.9
15,"Aleatoria","B",3,1125,3,17,0.85
15,"Aleatoria","B",3,1163,4,16,0.8
15,"Aleatoria","B",3,1200,2,18,0.9
15,"Aleatoria","B",4,900,15,5,0.25
15,"Aleatoria","B",4,937,12,8,0.4
15,"Aleatoria","B",4,975,8,12,0.6
15,"Aleatoria","B",4,1012,5,15,0.75
15,"Aleatoria","B",4,1050,4,16,0.8
15,"Aleatoria","B",4,1088,4,16,0.8
15,"Aleatoria","B",4,1125,3,17,0.85
15,"Aleatoria","B",4,1163,2,18,0.9
15,"Aleatoria","B",4,1200,4,16,0.8
15,"Aleatoria","B",5,900,17,3,0.15
15,"Aleatoria","B",5,937,16,4,0.2
15,"Aleatoria","B",5,975,14,6,0.3
15,"Aleatoria","B",5,1012,7,13,0.65
15,"Aleatoria","B",5,1050,7,13,0.65
15,"Aleatoria","B",5,1088,2,18,0.9
15,"Aleatoria","B",5,1125,1,19,0.95
15,"Aleatoria","B",5,1163,1,19,0.95
15,"Aleatoria","B",5,1200,2,18,0.9
15,"Bloque","B",3,900,15,5,0.25
15,"Bloque","B",3,937,12,8,0.4
15,"Bloque","B",3,975,9,11,0.55
15,"Bloque","B",3,1012,8,12,0.6
15,"Bloque","B",3,1050,5,15,0.75
15,"Bloque","B",3,1088,6,14,0.7
15,"Bloque","B",3,1125,3,17,0.85
15,"Bloque","B",3,1163,2,18,0.9
15,"Bloque","B",3,1200,1,19,0.95
15,"Bloque","B",4,900,18,2,0.1
15,"Bloque","B",4,937,14,6,0.3
15,"Bloque","B",4,975,6,14,0.7
15,"Bloque","B",4,1012,2,18,0.9
15,"Bloque","B",4,1050,6,14,0.7
15,"Bloque","B",4,1088,1,19,0.95
15,"Bloque","B",4,1125,1,19,0.95
15,"Bloque","B",4,1163,2,18,0.9
15,"Bloque","B",4,1200,0,20,1
15,"Bloque","B",5,900,17,3,0.15
15,"Bloque","B",5,937,11,9,0.45
15,"Bloque","B",5,975,11,9,0.45
15,"Bloque","B",5,1012,10,10,0.5
15,"Bloque","B",5,1050,2,18,0.9
15,"Bloque","B",5,1088,5,15,0.75
15,"Bloque","B",5,1125,4,16,0.8
15,"Bloque","B",5,1163,3,17,0.85
15,"Bloque","B",5,1200,4,16,0.8
15,"Aleatoria","C",3,1200,16,4,0.2
15,"Aleatoria","C",3,1250,11,9,0.45
15,"Aleatoria","C",3,1300,17,3,0.15
15,"Aleatoria","C",3,1350,0,20,1
15,"Aleatoria","C",3,1400,1,19,0.95
15,"Aleatoria","C",3,1450,1,19,0.95
15,"Aleatoria","C",3,1500,1,19,0.95
15,"Aleatoria","C",3,1550,0,20,1
15,"Aleatoria","C",3,1600,2,18,0.9
15,"Aleatoria","C",4,1200,16,4,0.2
15,"Aleatoria","C",4,1250,8,12,0.6
15,"Aleatoria","C",4,1300,10,10,0.5
15,"Aleatoria","C",4,1350,2,18,0.9
15,"Aleatoria","C",4,1400,3,17,0.85
15,"Aleatoria","C",4,1450,2,18,0.9
15,"Aleatoria","C",4,1500,1,19,0.95
15,"Aleatoria","C",4,1550,2,18,0.9
15,"Aleatoria","C",4,1600,1,19,0.95
15,"Aleatoria","C",5,1200,16,4,0.2
15,"Aleatoria","C",5,1250,12,8,0.4
15,"Aleatoria","C",5,1300,9,11,0.55
15,"Aleatoria","C",5,1350,5,15,0.75
15,"Aleatoria","C",5,1400,1,19,0.95
15,"Aleatoria","C",5,1450,2,18,0.9
15,"Aleatoria","C",5,1500,3,17,0.85
15,"Aleatoria","C",5,1550,2,18,0.9
15,"Aleatoria","C",5,1600,1,19,0.95
15,"Bloque","C",3,1200,18,2,0.1
15,"Bloque","C",3,1250,12,8,0.4
15,"Bloque","C",3,1300,19,1,0.05
15,"Bloque","C",3,1350,12,8,0.4
15,"Bloque","C",3,1400,8,12,0.6
15,"Bloque","C",3,1450,7,13,0.65
15,"Bloque","C",3,1500,6,14,0.7
15,"Bloque","C",3,1550,7,13,0.65
15,"Bloque","C",3,1600,2,18,0.9
15,"Bloque","C",4,1200,17,3,0.15
15,"Bloque","C",4,1250,16,4,0.2
15,"Bloque","C",4,1300,13,7,0.35
15,"Bloque","C",4,1350,9,11,0.55
15,"Bloque","C",4,1400,3,17,0.85
15,"Bloque","C",4,1450,3,17,0.85
15,"Bloque","C",4,1500,4,16,0.8
15,"Bloque","C",4,1550,0,20,1
15,"Bloque","C",4,1600,3,17,0.85
15,"Bloque","C",5,1200,19,1,0.05
15,"Bloque","C",5,1250,16,4,0.2
15,"Bloque","C",5,1300,13,7,0.35
15,"Bloque","C",5,1350,6,14,0.7
15,"Bloque","C",5,1400,5,15,0.75
15,"Bloque","C",5,1450,8,12,0.6
15,"Bloque","C",5,1500,7,13,0.65
15,"Bloque","C",5,1550,9,11,0.55
15,"Bloque","C",5,1600,7,13,0.65
16,"Aleatoria","A",3,1550,19,1,0.05
16,"Aleatoria","A",3,1600,19,1,0.05
16,"Aleatoria","A",3,1650,16,4,0.2
16,"Aleatoria","A",3,1700,13,7,0.35
16,"Aleatoria","A",3,1750,10,10,0.5
16,"Aleatoria","A",3,1800,7,13,0.65
16,"Aleatoria","A",3,1850,3,17,0.85
16,"Aleatoria","A",3,1900,0,20,1
16,"Aleatoria","A",3,1950,0,20,1
16,"Aleatoria","A",4,1550,17,3,0.15
16,"Aleatoria","A",4,1600,19,1,0.05
16,"Aleatoria","A",4,1650,18,2,0.1
16,"Aleatoria","A",4,1700,12,8,0.4
16,"Aleatoria","A",4,1750,6,14,0.7
16,"Aleatoria","A",4,1800,3,17,0.85
16,"Aleatoria","A",4,1850,0,20,1
16,"Aleatoria","A",4,1900,0,20,1
16,"Aleatoria","A",4,1950,1,19,0.95
16,"Aleatoria","A",5,1550,19,1,0.05
16,"Aleatoria","A",5,1600,19,1,0.05
16,"Aleatoria","A",5,1650,15,5,0.25
16,"Aleatoria","A",5,1700,15,5,0.25
16,"Aleatoria","A",5,1750,8,12,0.6
16,"Aleatoria","A",5,1800,4,16,0.8
16,"Aleatoria","A",5,1850,2,18,0.9
16,"Aleatoria","A",5,1900,1,19,0.95
16,"Aleatoria","A",5,1950,0,20,1
16,"Bloque","A",3,1550,20,0,0
16,"Bloque","A",3,1600,19,1,0.05
16,"Bloque","A",3,1650,18,2,0.1
16,"Bloque","A",3,1700,14,6,0.3
16,"Bloque","A",3,1750,11,9,0.45
16,"Bloque","A",3,1800,4,16,0.8
16,"Bloque","A",3,1850,2,18,0.9
16,"Bloque","A",3,1900,1,19,0.95
16,"Bloque","A",3,1950,1,19,0.95
16,"Bloque","A",4,1550,19,1,0.05
16,"Bloque","A",4,1600,19,1,0.05
16,"Bloque","A",4,1650,20,0,0
16,"Bloque","A",4,1700,17,3,0.15
16,"Bloque","A",4,1750,9,11,0.55
16,"Bloque","A",4,1800,6,14,0.7
16,"Bloque","A",4,1850,3,17,0.85
16,"Bloque","A",4,1900,0,20,1
16,"Bloque","A",4,1950,0,20,1
16,"Bloque","A",5,1550,20,0,0
16,"Bloque","A",5,1600,18,2,0.1
16,"Bloque","A",5,1650,18,2,0.1
16,"Bloque","A",5,1700,14,6,0.3
16,"Bloque","A",5,1750,11,9,0.45
16,"Bloque","A",5,1800,7,13,0.65
16,"Bloque","A",5,1850,2,18,0.9
16,"Bloque","A",5,1900,0,20,1
16,"Bloque","A",5,1950,2,18,0.9
16,"Aleatoria","B",3,900,17,3,0.15
16,"Aleatoria","B",3,937,15,5,0.25
16,"Aleatoria","B",3,975,13,7,0.35
16,"Aleatoria","B",3,1012,9,11,0.55
16,"Aleatoria","B",3,1050,7,13,0.65
16,"Aleatoria","B",3,1088,5,15,0.75
16,"Aleatoria","B",3,1125,7,13,0.65
16,"Aleatoria","B",3,1163,8,12,0.6
16,"Aleatoria","B",3,1200,1,19,0.95
16,"Aleatoria","B",4,900,19,1,0.05
16,"Aleatoria","B",4,937,18,2,0.1
16,"Aleatoria","B",4,975,15,5,0.25
16,"Aleatoria","B",4,1012,10,10,0.5
16,"Aleatoria","B",4,1050,8,12,0.6
16,"Aleatoria","B",4,1088,11,9,0.45
16,"Aleatoria","B",4,1125,8,12,0.6
16,"Aleatoria","B",4,1163,2,18,0.9
16,"Aleatoria","B",4,1200,0,20,1
16,"Aleatoria","B",5,900,19,1,0.05
16,"Aleatoria","B",5,937,17,3,0.15
16,"Aleatoria","B",5,975,18,2,0.1
16,"Aleatoria","B",5,1012,13,7,0.35
16,"Aleatoria","B",5,1050,14,6,0.3
16,"Aleatoria","B",5,1088,15,5,0.25
16,"Aleatoria","B",5,1125,8,12,0.6
16,"Aleatoria","B",5,1163,4,16,0.8
16,"Aleatoria","B",5,1200,3,17,0.85
16,"Bloque","B",3,900,18,2,0.1
16,"Bloque","B",3,937,19,1,0.05
16,"Bloque","B",3,975,16,4,0.2
16,"Bloque","B",3,1012,11,9,0.45
16,"Bloque","B",3,1050,11,9,0.45
16,"Bloque","B",3,1088,10,10,0.5
16,"Bloque","B",3,1125,1,19,0.95
16,"Bloque","B",3,1163,2,18,0.9
16,"Bloque","B",3,1200,2,18,0.9
16,"Bloque","B",4,900,19,1,0.05
16,"Bloque","B",4,937,18,2,0.1
16,"Bloque","B",4,975,16,4,0.2
16,"Bloque","B",4,1012,13,7,0.35
16,"Bloque","B",4,1050,12,8,0.4
16,"Bloque","B",4,1088,5,15,0.75
16,"Bloque","B",4,1125,1,19,0.95
16,"Bloque","B",4,1163,0,20,1
16,"Bloque","B",4,1200,0,20,1
16,"Bloque","B",5,900,19,1,0.05
16,"Bloque","B",5,937,20,0,0
16,"Bloque","B",5,975,20,0,0
16,"Bloque","B",5,1012,19,1,0.05
16,"Bloque","B",5,1050,16,4,0.2
16,"Bloque","B",5,1088,8,12,0.6
16,"Bloque","B",5,1125,5,15,0.75
16,"Bloque","B",5,1163,0,20,1
16,"Bloque","B",5,1200,1,19,0.95
16,"Aleatoria","C",3,1200,18,2,0.1
16,"Aleatoria","C",3,1250,17,3,0.15
16,"Aleatoria","C",3,1300,19,1,0.05
16,"Aleatoria","C",3,1350,12,8,0.4
16,"Aleatoria","C",3,1400,10,10,0.5
16,"Aleatoria","C",3,1450,8,12,0.6
16,"Aleatoria","C",3,1500,6,14,0.7
16,"Aleatoria","C",3,1550,4,16,0.8
16,"Aleatoria","C",3,1600,2,18,0.9
16,"Aleatoria","C",4,1200,19,1,0.05
16,"Aleatoria","C",4,1250,15,5,0.25
16,"Aleatoria","C",4,1300,15,5,0.25
16,"Aleatoria","C",4,1350,9,11,0.55
16,"Aleatoria","C",4,1400,14,6,0.3
16,"Aleatoria","C",4,1450,6,14,0.7
16,"Aleatoria","C",4,1500,4,16,0.8
16,"Aleatoria","C",4,1550,2,18,0.9
16,"Aleatoria","C",4,1600,0,20,1
16,"Aleatoria","C",5,1200,18,2,0.1
16,"Aleatoria","C",5,1250,19,1,0.05
16,"Aleatoria","C",5,1300,20,0,0
16,"Aleatoria","C",5,1350,16,4,0.2
16,"Aleatoria","C",5,1400,14,6,0.3
16,"Aleatoria","C",5,1450,8,12,0.6
16,"Aleatoria","C",5,1500,2,18,0.9
16,"Aleatoria","C",5,1550,3,17,0.85
16,"Aleatoria","C",5,1600,1,19,0.95
16,"Bloque","C",3,1200,17,3,0.15
16,"Bloque","C",3,1250,12,8,0.4
16,"Bloque","C",3,1300,16,4,0.2
16,"Bloque","C",3,1350,8,12,0.6
16,"Bloque","C",3,1400,9,11,0.55
16,"Bloque","C",3,1450,4,16,0.8
16,"Bloque","C",3,1500,3,17,0.85
16,"Bloque","C",3,1550,2,18,0.9
16,"Bloque","C",3,1600,1,19,0.95
16,"Bloque","C",4,1200,19,1,0.05
16,"Bloque","C",4,1250,16,4,0.2
16,"Bloque","C",4,1300,15,5,0.25
16,"Bloque","C",4,1350,13,7,0.35
16,"Bloque","C",4,1400,9,11,0.55
16,"Bloque","C",4,1450,3,17,0.85
16,"Bloque","C",4,1500,2,18,0.9
16,"Bloque","C",4,1550,0,20,1
16,"Bloque","C",4,1600,1,19,0.95
16,"Bloque","C",5,1200,19,1,0.05
16,"Bloque","C",5,1250,20,0,0
16,"Bloque","C",5,1300,16,4,0.2
16,"Bloque","C",5,1350,15,5,0.25
16,"Bloque","C",5,1400,12,8,0.4
16,"Bloque","C",5,1450,5,15,0.75
16,"Bloque","C",5,1500,2,18,0.9
16,"Bloque","C",5,1550,0,20,1
16,"Bloque","C",5,1600,1,19,0.95
17,"Aleatoria","A",3,1550,20,0,0
17,"Aleatoria","A",3,1600,20,0,0
17,"Aleatoria","A",3,1650,18,2,0.1
17,"Aleatoria","A",3,1700,11,9,0.45
17,"Aleatoria","A",3,1750,12,8,0.4
17,"Aleatoria","A",3,1800,7,13,0.65
17,"Aleatoria","A",3,1850,7,13,0.65
17,"Aleatoria","A",3,1900,2,18,0.9
17,"Aleatoria","A",3,1950,0,20,1
17,"Aleatoria","A",4,1550,20,0,0
17,"Aleatoria","A",4,1600,20,0,0
17,"Aleatoria","A",4,1650,20,0,0
17,"Aleatoria","A",4,1700,16,4,0.2
17,"Aleatoria","A",4,1750,12,8,0.4
17,"Aleatoria","A",4,1800,8,12,0.6
17,"Aleatoria","A",4,1850,1,19,0.95
17,"Aleatoria","A",4,1900,0,20,1
17,"Aleatoria","A",4,1950,0,20,1
17,"Aleatoria","A",5,1550,20,0,0
17,"Aleatoria","A",5,1600,20,0,0
17,"Aleatoria","A",5,1650,20,0,0
17,"Aleatoria","A",5,1700,15,5,0.25
17,"Aleatoria","A",5,1750,9,11,0.55
17,"Aleatoria","A",5,1800,8,12,0.6
17,"Aleatoria","A",5,1850,0,20,1
17,"Aleatoria","A",5,1900,0,20,1
17,"Aleatoria","A",5,1950,1,19,0.95
17,"Bloque","A",3,1550,20,0,0
17,"Bloque","A",3,1600,20,0,0
17,"Bloque","A",3,1650,16,4,0.2
17,"Bloque","A",3,1700,17,3,0.15
17,"Bloque","A",3,1750,16,4,0.2
17,"Bloque","A",3,1800,3,17,0.85
17,"Bloque","A",3,1850,1,19,0.95
17,"Bloque","A",3,1900,1,19,0.95
17,"Bloque","A",3,1950,0,20,1
17,"Bloque","A",4,1550,19,1,0.05
17,"Bloque","A",4,1600,19,1,0.05
17,"Bloque","A",4,1650,18,2,0.1
17,"Bloque","A",4,1700,14,6,0.3
17,"Bloque","A",4,1750,9,11,0.55
17,"Bloque","A",4,1800,5,15,0.75
17,"Bloque","A",4,1850,1,19,0.95
17,"Bloque","A",4,1900,0,20,1
17,"Bloque","A",4,1950,0,20,1
17,"Bloque","A",5,1550,20,0,0
17,"Bloque","A",5,1600,18,2,0.1
17,"Bloque","A",5,1650,18,2,0.1
17,"Bloque","A",5,1700,14,6,0.3
17,"Bloque","A",5,1750,10,10,0.5
17,"Bloque","A",5,1800,7,13,0.65
17,"Bloque","A",5,1850,1,19,0.95
17,"Bloque","A",5,1900,0,20,1
17,"Bloque","A",5,1950,0,20,1
17,"Aleatoria","B",3,900,20,0,0
17,"Aleatoria","B",3,937,20,0,0
17,"Aleatoria","B",3,975,18,2,0.1
17,"Aleatoria","B",3,1012,14,6,0.3
17,"Aleatoria","B",3,1050,12,8,0.4
17,"Aleatoria","B",3,1088,11,9,0.45
17,"Aleatoria","B",3,1125,1,19,0.95
17,"Aleatoria","B",3,1163,2,18,0.9
17,"Aleatoria","B",3,1200,2,18,0.9
17,"Aleatoria","B",4,900,20,0,0
17,"Aleatoria","B",4,937,20,0,0
17,"Aleatoria","B",4,975,19,1,0.05
17,"Aleatoria","B",4,1012,17,3,0.15
17,"Aleatoria","B",4,1050,9,11,0.55
17,"Aleatoria","B",4,1088,12,8,0.4
17,"Aleatoria","B",4,1125,1,19,0.95
17,"Aleatoria","B",4,1163,0,20,1
17,"Aleatoria","B",4,1200,1,19,0.95
17,"Aleatoria","B",5,900,20,0,0
17,"Aleatoria","B",5,937,20,0,0
17,"Aleatoria","B",5,975,18,2,0.1
17,"Aleatoria","B",5,1012,17,3,0.15
17,"Aleatoria","B",5,1050,13,7,0.35
17,"Aleatoria","B",5,1088,7,13,0.65
17,"Aleatoria","B",5,1125,4,16,0.8
17,"Aleatoria","B",5,1163,0,20,1
17,"Aleatoria","B",5,1200,0,20,1
17,"Bloque","B",3,900,20,0,0
17,"Bloque","B",3,937,20,0,0
17,"Bloque","B",3,975,19,1,0.05
17,"Bloque","B",3,1012,14,6,0.3
17,"Bloque","B",3,1050,11,9,0.45
17,"Bloque","B",3,1088,6,14,0.7
17,"Bloque","B",3,1125,4,16,0.8
17,"Bloque","B",3,1163,0,20,1
17,"Bloque","B",3,1200,0,20,1
17,"Bloque","B",4,900,20,0,0
17,"Bloque","B",4,937,20,0,0
17,"Bloque","B",4,975,20,0,0
17,"Bloque","B",4,1012,17,3,0.15
17,"Bloque","B",4,1050,8,12,0.6
17,"Bloque","B",4,1088,8,12,0.6
17,"Bloque","B",4,1125,1,19,0.95
17,"Bloque","B",4,1163,0,20,1
17,"Bloque","B",4,1200,1,19,0.95
17,"Bloque","B",5,900,20,0,0
17,"Bloque","B",5,937,20,0,0
17,"Bloque","B",5,975,19,1,0.05
17,"Bloque","B",5,1012,18,2,0.1
17,"Bloque","B",5,1050,9,11,0.55
17,"Bloque","B",5,1088,3,17,0.85
17,"Bloque","B",5,1125,0,20,1
17,"Bloque","B",5,1163,0,20,1
17,"Bloque","B",5,1200,0,20,1
17,"Aleatoria","C",3,1200,19,1,0.05
17,"Aleatoria","C",3,1250,19,1,0.05
17,"Aleatoria","C",3,1300,20,0,0
17,"Aleatoria","C",3,1350,14,6,0.3
17,"Aleatoria","C",3,1400,16,4,0.2
17,"Aleatoria","C",3,1450,12,8,0.4
17,"Aleatoria","C",3,1500,7,13,0.65
17,"Aleatoria","C",3,1550,2,18,0.9
17,"Aleatoria","C",3,1600,1,19,0.95
17,"Aleatoria","C",4,1200,20,0,0
17,"Aleatoria","C",4,1250,20,0,0
17,"Aleatoria","C",4,1300,20,0,0
17,"Aleatoria","C",4,1350,16,4,0.2
17,"Aleatoria","C",4,1400,15,5,0.25
17,"Aleatoria","C",4,1450,6,14,0.7
17,"Aleatoria","C",4,1500,2,18,0.9
17,"Aleatoria","C",4,1550,0,20,1
17,"Aleatoria","C",4,1600,0,20,1
17,"Aleatoria","C",5,1200,19,1,0.05
17,"Aleatoria","C",5,1250,20,0,0
17,"Aleatoria","C",5,1300,20,0,0
17,"Aleatoria","C",5,1350,17,3,0.15
17,"Aleatoria","C",5,1400,16,4,0.2
17,"Aleatoria","C",5,1450,10,10,0.5
17,"Aleatoria","C",5,1500,1,19,0.95
17,"Aleatoria","C",5,1550,0,20,1
17,"Aleatoria","C",5,1600,0,20,1
17,"Bloque","C",3,1200,18,2,0.1
17,"Bloque","C",3,1250,18,2,0.1
17,"Bloque","C",3,1300,16,4,0.2
17,"Bloque","C",3,1350,7,13,0.65
17,"Bloque","C",3,1400,5,15,0.75
17,"Bloque","C",3,1450,4,16,0.8
17,"Bloque","C",3,1500,1,19,0.95
17,"Bloque","C",3,1550,3,17,0.85
17,"Bloque","C",3,1600,3,17,0.85
17,"Bloque","C",4,1200,19,1,0.05
17,"Bloque","C",4,1250,20,0,0
17,"Bloque","C",4,1300,18,2,0.1
17,"Bloque","C",4,1350,11,9,0.45
17,"Bloque","C",4,1400,8,12,0.6
17,"Bloque","C",4,1450,5,15,0.75
17,"Bloque","C",4,1500,3,17,0.85
17,"Bloque","C",4,1550,3,17,0.85
17,"Bloque","C",4,1600,1,19,0.95
17,"Bloque","C",5,1200,20,0,0
17,"Bloque","C",5,1250,19,1,0.05
17,"Bloque","C",5,1300,18,2,0.1
17,"Bloque","C",5,1350,16,4,0.2
17,"Bloque","C",5,1400,10,10,0.5
17,"Bloque","C",5,1450,3,17,0.85
17,"Bloque","C",5,1500,2,18,0.9
17,"Bloque","C",5,1550,3,17,0.85
17,"Bloque","C",5,1600,1,19,0.95
